store_uri	n_analyses	n_variants	source_download_bytes	store_bytes	build_wall_seconds	peak_rss_kib	binary_probe_analysis_id	binary_probe_n_associations	binary_probe_n_finite_z	quantitative_probe_analysis_id	quantitative_probe_n_associations	quantitative_probe_n_finite_z	store_validation_status
/data/opengwasdb/finngen-r13/releases/r13-pilot-20/store.opengwasdb	20	21230615	15588430448	4107654766	4058.053	42921672	finngen-r13-RX_PARACETAMOL_NSAID	21230615	21230615	finngen-r13-BMI_IRN	21228482	21228482	passed
