store_uri	n_analyses	n_variants	n_panel	n_off_panel	n_overflow_associations	probe_analysis_id	probe_n_associations	probe_n_finite_z	probe_stored_effect_scale	probe_analysis_label
/data/opengwasdb/gwas-catalog-eur-hybrid/releases/eur-hybrid-pilot-10/store/hybrid__European__pilot10-cc	10	20531956	9847807	10684149	27810834	GCST003566	7790502	7790502	log_or	Multiple sclerosis
