analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
ukb-b-3055	ukb-b-3055	Other vegetables intake			/local-scratch/data/opengwas/igd/ukb-b-3055/ukb-b-3055.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3073	ukb-b-3073	Operative procedures - secondary OPCS: U21.2 Computed tomography NEC			/local-scratch/data/opengwas/igd/ukb-b-3073/ukb-b-3073.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3083	ukb-b-3083	Operation code: mastectomy			/local-scratch/data/opengwas/igd/ukb-b-3083/ukb-b-3083.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-309	ukb-b-309	Types of spread used on bread/crackers: Low fat dairy spread on bread/crackers			/local-scratch/data/opengwas/igd/ukb-b-309/ukb-b-309.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3095	ukb-b-3095	Diagnoses - main ICD10: H25.1 Senile nuclear cataract			/local-scratch/data/opengwas/igd/ukb-b-3095/ukb-b-3095.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-311	ukb-b-311	White wine intake			/local-scratch/data/opengwas/igd/ukb-b-311/ukb-b-311.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3114	ukb-b-3114	Operative procedures - secondary OPCS: Y21.8 Other specified cytology of organ NOC			/local-scratch/data/opengwas/igd/ukb-b-3114/ukb-b-3114.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3115	ukb-b-3115	Diagnoses - secondary ICD10: Y83.2 Surgical operation with anastomosis, bypass or graft			/local-scratch/data/opengwas/igd/ukb-b-3115/ukb-b-3115.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3132	ukb-b-3132	Operation code: eye surgery			/local-scratch/data/opengwas/igd/ukb-b-3132/ukb-b-3132.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3135	ukb-b-3135	PCT where patients GP was registered: WESTERN CHESHIRE PCT			/local-scratch/data/opengwas/igd/ukb-b-3135/ukb-b-3135.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3143	ukb-b-3143	Intake of artificial sweetener added to cereal			/local-scratch/data/opengwas/igd/ukb-b-3143/ukb-b-3143.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3145	ukb-b-3145	Diagnoses - main ICD10: C44.5 Skin of trunk			/local-scratch/data/opengwas/igd/ukb-b-3145/ukb-b-3145.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3169	ukb-b-3169	Number of vehicles in household			/local-scratch/data/opengwas/igd/ukb-b-3169/ukb-b-3169.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	459696				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3188	ukb-b-3188	3mm weak meridian angle (left)			/local-scratch/data/opengwas/igd/ukb-b-3188/ukb-b-3188.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	95998				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-319	ukb-b-319	Types of spread used on bread/crackers: Polyunsaturated margarine on bread/crackers			/local-scratch/data/opengwas/igd/ukb-b-319/ukb-b-319.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3193	ukb-b-3193	Bap intake			/local-scratch/data/opengwas/igd/ukb-b-3193/ukb-b-3193.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3196	ukb-b-3196	Leg pain when walking uphill or hurrying			/local-scratch/data/opengwas/igd/ukb-b-3196/ukb-b-3196.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	32192				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3211	ukb-b-3211	Operative procedures - main OPCS: H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope			/local-scratch/data/opengwas/igd/ukb-b-3211/ukb-b-3211.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3217	ukb-b-3217	PCT responsible for patient data: SUTTON AND MERTON PCT			/local-scratch/data/opengwas/igd/ukb-b-3217/ukb-b-3217.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3229	ukb-b-3229	Diagnoses - secondary ICD10: D70 Agranulocytosis			/local-scratch/data/opengwas/igd/ukb-b-3229/ukb-b-3229.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-323	ukb-b-323	Illnesses of father: Alzheimer's disease/dementia			/local-scratch/data/opengwas/igd/ukb-b-323/ukb-b-323.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	399793				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3241	ukb-b-3241	Main speciality of consultant (recoded): Endocrinology			/local-scratch/data/opengwas/igd/ukb-b-3241/ukb-b-3241.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461106				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3255	ukb-b-3255	Treatment speciality of consultant (recoded): Upper gastrointestinal surgery			/local-scratch/data/opengwas/igd/ukb-b-3255/ukb-b-3255.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	443989				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3258	ukb-b-3258	Number of attempts			/local-scratch/data/opengwas/igd/ukb-b-3258/ukb-b-3258.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	152605				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3273	ukb-b-3273	Treatment speciality of consultant (recoded): Pain management			/local-scratch/data/opengwas/igd/ukb-b-3273/ukb-b-3273.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	444727				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3278	ukb-b-3278	Length of menstrual cycle			/local-scratch/data/opengwas/igd/ukb-b-3278/ukb-b-3278.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	43125				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-328	ukb-b-328	PCT responsible for patient data: OXFORDSHIRE PCT			/local-scratch/data/opengwas/igd/ukb-b-328/ukb-b-328.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3291	ukb-b-3291	Standard tea intake			/local-scratch/data/opengwas/igd/ukb-b-3291/ukb-b-3291.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3304	ukb-b-3304	Friendships satisfaction			/local-scratch/data/opengwas/igd/ukb-b-3304/ukb-b-3304.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	151232				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3337	ukb-b-3337	Treatment/medication code: nasonex 0.05% aqueous nasal spray			/local-scratch/data/opengwas/igd/ukb-b-3337/ukb-b-3337.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3355	ukb-b-3355	Diagnoses - main ICD10: D50.9 Iron deficiency anaemia, unspecified			/local-scratch/data/opengwas/igd/ukb-b-3355/ukb-b-3355.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3357	ukb-b-3357	Birth weight of first child			/local-scratch/data/opengwas/igd/ukb-b-3357/ukb-b-3357.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	200272				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-337	ukb-b-337	Pure fruit/vegetable juice intake			/local-scratch/data/opengwas/igd/ukb-b-337/ukb-b-337.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3370	ukb-b-3370	Operation code: breast cyst/abscess removal			/local-scratch/data/opengwas/igd/ukb-b-3370/ukb-b-3370.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3376	ukb-b-3376	Number of measurements made			/local-scratch/data/opengwas/igd/ukb-b-3376/ukb-b-3376.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	421986				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-338	ukb-b-338	Sex of baby: Female			/local-scratch/data/opengwas/igd/ukb-b-338/ukb-b-338.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	13527				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3380	ukb-b-3380	Treatment/medication code: pravastatin			/local-scratch/data/opengwas/igd/ukb-b-3380/ukb-b-3380.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3381	ukb-b-3381	Type of bread roll eaten: white			/local-scratch/data/opengwas/igd/ukb-b-3381/ukb-b-3381.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3383	ukb-b-3383	Vegetarian sausages/burgers intake			/local-scratch/data/opengwas/igd/ukb-b-3383/ukb-b-3383.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3386	ukb-b-3386	3mm weak meridian angle (right)			/local-scratch/data/opengwas/igd/ukb-b-3386/ukb-b-3386.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	96007				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3388	ukb-b-3388	Operation code: ear surgery			/local-scratch/data/opengwas/igd/ukb-b-3388/ukb-b-3388.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3389	ukb-b-3389	Main speciality of consultant (recoded): Radiology			/local-scratch/data/opengwas/igd/ukb-b-3389/ukb-b-3389.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461110				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3402	ukb-b-3402	PCT responsible for patient data: RICHMOND AND TWICKENHAM PCT			/local-scratch/data/opengwas/igd/ukb-b-3402/ukb-b-3402.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3412	ukb-b-3412	Diagnoses - secondary ICD10: N81.6 Rectocele			/local-scratch/data/opengwas/igd/ukb-b-3412/ukb-b-3412.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3422	ukb-b-3422	Operation code: spine or back surgery			/local-scratch/data/opengwas/igd/ukb-b-3422/ukb-b-3422.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3433	ukb-b-3433	Cake intake			/local-scratch/data/opengwas/igd/ukb-b-3433/ukb-b-3433.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3444	ukb-b-3444	Treatment speciality of consultant (recoded): Endocrinology			/local-scratch/data/opengwas/igd/ukb-b-3444/ukb-b-3444.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	444055				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3454	ukb-b-3454	Operative procedures - secondary OPCS: C71.2 Phacoemulsification of lens			/local-scratch/data/opengwas/igd/ukb-b-3454/ukb-b-3454.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3460	ukb-b-3460	Alcohol intake versus 10 years previously			/local-scratch/data/opengwas/igd/ukb-b-3460/ukb-b-3460.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	428117				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3467	ukb-b-3467	Non-cancer illness code, self-reported: bronchitis			/local-scratch/data/opengwas/igd/ukb-b-3467/ukb-b-3467.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3469	ukb-b-3469	Diagnoses - main ICD10: I21.9 Acute myocardial infarction, unspecified			/local-scratch/data/opengwas/igd/ukb-b-3469/ukb-b-3469.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3475	ukb-b-3475	Operative procedures - secondary OPCS: M45.9 Unspecified diagnostic endoscopic examination of bladder			/local-scratch/data/opengwas/igd/ukb-b-3475/ukb-b-3475.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3498	ukb-b-3498	Operation code: discectomy			/local-scratch/data/opengwas/igd/ukb-b-3498/ukb-b-3498.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3499	ukb-b-3499	Fractured heel (right)			/local-scratch/data/opengwas/igd/ukb-b-3499/ukb-b-3499.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	147326				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3502	ukb-b-3502	Frequency of other exercises in last 4 weeks			/local-scratch/data/opengwas/igd/ukb-b-3502/ukb-b-3502.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	220207				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3503	ukb-b-3503	Treatment/medication code: Free-text entry, unable to be coded			/local-scratch/data/opengwas/igd/ukb-b-3503/ukb-b-3503.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-352	ukb-b-352	Total errors traversing alphanumeric path (trail #2)			/local-scratch/data/opengwas/igd/ukb-b-352/ukb-b-352.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	40607				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3530	ukb-b-3530	Type of fat/oil used in cooking: Cholesterol lowering polyunsaturated margarine			/local-scratch/data/opengwas/igd/ukb-b-3530/ukb-b-3530.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-354	ukb-b-354	PCT where patients GP was registered: GATESHEAD PCT			/local-scratch/data/opengwas/igd/ukb-b-354/ukb-b-354.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3540	ukb-b-3540	Operative procedures - secondary OPCS: Z47.3 Skin of cheek			/local-scratch/data/opengwas/igd/ukb-b-3540/ukb-b-3540.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3542	ukb-b-3542	Hard cheese intake			/local-scratch/data/opengwas/igd/ukb-b-3542/ukb-b-3542.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3549	ukb-b-3549	3mm strong meridian angle (left)			/local-scratch/data/opengwas/igd/ukb-b-3549/ukb-b-3549.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	95998				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3560	ukb-b-3560	Operative procedures - secondary OPCS: Z29.1 Rectum			/local-scratch/data/opengwas/igd/ukb-b-3560/ukb-b-3560.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3563	ukb-b-3563	Vitamin and mineral supplements: Folic acid or Folate (Vit B9)			/local-scratch/data/opengwas/igd/ukb-b-3563/ukb-b-3563.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	460351				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3586	ukb-b-3586	Operation code: breast surgery			/local-scratch/data/opengwas/igd/ukb-b-3586/ukb-b-3586.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3596	ukb-b-3596	Diagnoses - main ICD10: D22.3 Melanocytic naevi of other and unspecified parts of face			/local-scratch/data/opengwas/igd/ukb-b-3596/ukb-b-3596.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3599	ukb-b-3599	Never eat eggs, dairy, wheat, sugar: Wheat products			/local-scratch/data/opengwas/igd/ukb-b-3599/ukb-b-3599.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461046				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
