analysis_id	field	value	method	evidence	notes
ukb-b-12864	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=18474;n_controls=14087	
ukb-b-12864	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12872	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1433;n_controls=461577	
ukb-b-12872	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12877	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2065;n_controls=460945	
ukb-b-12877	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12879	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1097;n_controls=461913	
ukb-b-12879	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12884	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1470;n_controls=461540	
ukb-b-12884	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12885	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=7709;n_controls=453533	
ukb-b-12885	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-129	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1478;n_controls=63471	
ukb-b-129	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12901	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-12901	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12906	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1570;n_controls=461363	
ukb-b-12906	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12909	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=180472;n_controls=274527	
ukb-b-12909	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12911	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2152;n_controls=460858	
ukb-b-12911	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12912	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-12912	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12913	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3551;n_controls=459459	
ukb-b-12913	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12915	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3598;n_controls=459335	
ukb-b-12915	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12930	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=77732;n_controls=383381	
ukb-b-12930	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12931	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=5520;n_controls=457413	
ukb-b-12931	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12936	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=15300;n_controls=49649	
ukb-b-12936	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12938	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=8920;n_controls=352588	
ukb-b-12938	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12939	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2481;n_controls=460529	
ukb-b-12939	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12944	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=5419;n_controls=457591	
ukb-b-12944	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12945	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-12945	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12948	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=18228;n_controls=444705	
ukb-b-12948	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12962	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=6910;n_controls=456100	
ukb-b-12962	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12963	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-12963	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12964	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1492;n_controls=461518	
ukb-b-12964	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12974	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3808;n_controls=459125	
ukb-b-12974	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-12984	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1319;n_controls=461614	
ukb-b-12984	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13003	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1581;n_controls=461352	
ukb-b-13003	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13019	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1451;n_controls=461559	
ukb-b-13019	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1302	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1943;n_controls=460990	
ukb-b-1302	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13026	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=7119;n_controls=7832	
ukb-b-13026	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13038	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1652;n_controls=461281	
ukb-b-13038	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1306	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1830;n_controls=461180	
ukb-b-1306	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13065	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=12902;n_controls=447856	
ukb-b-13065	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13079	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=4929;n_controls=458004	
ukb-b-13079	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13080	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1018;n_controls=461992	
ukb-b-13080	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13092	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=41719;n_controls=49550	
ukb-b-13092	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13098	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1045;n_controls=461965	
ukb-b-13098	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-131	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1006;n_controls=461927	
ukb-b-131	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1310	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-1310	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13106	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=11656;n_controls=449515	
ukb-b-13106	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13114	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2537;n_controls=460473	
ukb-b-13114	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13121	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=5450;n_controls=457560	
ukb-b-13121	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13148	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=13244;n_controls=449689	
ukb-b-13148	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1315	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=4360;n_controls=458573	
ukb-b-1315	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13151	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1307;n_controls=461703	
ukb-b-13151	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13155	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13155	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1316	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1114;n_controls=461896	
ukb-b-1316	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13160	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=103919;n_controls=346414	
ukb-b-13160	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13176	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1046;n_controls=461964	
ukb-b-13176	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1318	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=4668;n_controls=458342	
ukb-b-1318	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13183	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=6661;n_controls=455144	
ukb-b-13183	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13184	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=197006;n_controls=263370	
ukb-b-13184	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13187	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3745;n_controls=27572	
ukb-b-13187	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13190	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1001;n_controls=462009	
ukb-b-13190	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-132	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2697;n_controls=460313	
ukb-b-132	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13217	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=4596;n_controls=456536	
ukb-b-13217	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13231	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13231	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13246	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13246	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13247	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=5989;n_controls=457021	
ukb-b-13247	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13248	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=4623;n_controls=458310	
ukb-b-13248	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13251	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=6543;n_controls=456390	
ukb-b-13251	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13276	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2283;n_controls=460727	
ukb-b-13276	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13281	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13281	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13285	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=20625;n_controls=424503	
ukb-b-13285	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-133	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=40152;n_controls=11364	
ukb-b-133	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1331	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1123;n_controls=461887	
ukb-b-1331	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13330	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13330	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13344	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13344	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13346	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=44502;n_controls=415887	
ukb-b-13346	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13348	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3269;n_controls=459664	
ukb-b-13348	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13350	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2432;n_controls=460578	
ukb-b-13350	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13352	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=325118;n_controls=136762	
ukb-b-13352	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13354	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13354	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1337	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2925;n_controls=62024	
ukb-b-1337	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13378	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13378	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1338	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-1338	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13380	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1051;n_controls=461959	
ukb-b-13380	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13391	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1364;n_controls=461646	
ukb-b-13391	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13392	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=7137;n_controls=455873	
ukb-b-13392	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13401	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1373;n_controls=461637	
ukb-b-13401	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13405	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13405	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13414	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1317;n_controls=461693	
ukb-b-13414	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13416	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13416	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13417	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1520;n_controls=461413	
ukb-b-13417	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13423	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=251150;n_controls=100944	
ukb-b-13423	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13425	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1106;n_controls=461904	
ukb-b-13425	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13426	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3273;n_controls=459660	
ukb-b-13426	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1343	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1629;n_controls=461381	
ukb-b-1343	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13435	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3459;n_controls=459474	
ukb-b-13435	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13447	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1605;n_controls=461328	
ukb-b-13447	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13458	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3165;n_controls=459845	
ukb-b-13458	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13464	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1406;n_controls=461604	
ukb-b-13464	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13473	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2772;n_controls=460238	
ukb-b-13473	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13478	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=7923;n_controls=455010	
ukb-b-13478	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13480	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1737;n_controls=461196	
ukb-b-13480	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13488	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=6621;n_controls=456312	
ukb-b-13488	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1350	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=16509;n_controls=444742	
ukb-b-1350	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13500	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=21838;n_controls=441172	
ukb-b-13500	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13501	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13501	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13506	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13506	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13513	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3919;n_controls=459014	
ukb-b-13513	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13516	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13516	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13517	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1366;n_controls=461644	
ukb-b-13517	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13520	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13520	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13525	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1021;n_controls=461989	
ukb-b-13525	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13532	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1210;n_controls=461723	
ukb-b-13532	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13535	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1864;n_controls=461069	
ukb-b-13535	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13537	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2645;n_controls=460288	
ukb-b-13537	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13538	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13538	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13545	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1151;n_controls=461782	
ukb-b-13545	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1355	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-1355	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13551	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1875;n_controls=461135	
ukb-b-13551	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13556	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13556	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13566	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=5339;n_controls=457671	
ukb-b-13566	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13567	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13567	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13583	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=8266;n_controls=454667	
ukb-b-13583	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13584	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=35102;n_controls=388356	
ukb-b-13584	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13607	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2640;n_controls=460293	
ukb-b-13607	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13609	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=11480;n_controls=433195	
ukb-b-13609	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13614	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2467;n_controls=460543	
ukb-b-13614	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13616	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13616	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13624	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1359;n_controls=461651	
ukb-b-13624	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13639	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1454;n_controls=461556	
ukb-b-13639	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13651	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1849;n_controls=461161	
ukb-b-13651	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13653	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=212052;n_controls=231866	
ukb-b-13653	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1366	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1838;n_controls=461172	
ukb-b-1366	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13664	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2870;n_controls=460063	
ukb-b-13664	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13673	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2034;n_controls=460976	
ukb-b-13673	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13683	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1096;n_controls=461914	
ukb-b-13683	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13686	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13686	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13696	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1068;n_controls=461942	
ukb-b-13696	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13702	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13702	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13704	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3819;n_controls=458194	
ukb-b-13704	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13731	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3251;n_controls=459759	
ukb-b-13731	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13743	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=19076;n_controls=443934	
ukb-b-13743	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13745	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=125001;n_controls=317168	
ukb-b-13745	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13764	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=147104;n_controls=304789	
ukb-b-13764	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13770	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1446;n_controls=461564	
ukb-b-13770	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13773	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1909;n_controls=461101	
ukb-b-13773	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13775	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2855;n_controls=460155	
ukb-b-13775	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13782	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=10173;n_controls=452837	
ukb-b-13782	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13799	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=131106;n_controls=326973	
ukb-b-13799	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13803	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=10361;n_controls=452649	
ukb-b-13803	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13806	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2972;n_controls=459961	
ukb-b-13806	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13814	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=22802;n_controls=422319	
ukb-b-13814	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13815	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1412;n_controls=461521	
ukb-b-13815	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13823	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-13823	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13824	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=323455;n_controls=137943	
ukb-b-13824	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13832	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2911;n_controls=460022	
ukb-b-13832	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13841	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=4135;n_controls=458875	
ukb-b-13841	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13845	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2751;n_controls=460259	
ukb-b-13845	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1386	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=4651;n_controls=458359	
ukb-b-1386	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13864	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=4720;n_controls=458290	
ukb-b-13864	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13883	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1228;n_controls=461705	
ukb-b-13883	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13891	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=18826;n_controls=442558	
ukb-b-13891	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13896	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1184;n_controls=63765	
ukb-b-13896	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-139	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-139	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1390	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=6339;n_controls=456671	
ukb-b-1390	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-13912	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2154;n_controls=460856	
ukb-b-13912	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-1392	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=7847;n_controls=455163	
