analysis_id	field	value	method	evidence	notes
ukb-b-20341	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20349	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2790;n_controls=460143	
ukb-b-20349	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2035	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2035	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20359	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1115;n_controls=461895	
ukb-b-20359	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20379	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=172332;n_controls=77378	
ukb-b-20379	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20382	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=5288;n_controls=457722	
ukb-b-20382	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20386	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2140;n_controls=460870	
ukb-b-20386	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20405	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1614;n_controls=461396	
ukb-b-20405	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20410	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-20410	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20414	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=4233;n_controls=458777	
ukb-b-20414	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20415	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1414;n_controls=461519	
ukb-b-20415	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20421	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1035;n_controls=461975	
ukb-b-20421	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20423	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1402;n_controls=63547	
ukb-b-20423	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20424	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3446;n_controls=459564	
ukb-b-20424	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20432	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-20432	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20435	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1454;n_controls=461556	
ukb-b-20435	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20437	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3755;n_controls=457487	
ukb-b-20437	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20447	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-20447	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20450	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=5335;n_controls=457675	
ukb-b-20450	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20455	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-20455	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20464	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1658;n_controls=110925	
ukb-b-20464	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2047	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2047	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20477	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=5687;n_controls=457323	
ukb-b-20477	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20480	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=7680;n_controls=455253	
ukb-b-20480	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20486	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-20486	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20498	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-20498	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20509	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=4065;n_controls=458945	
ukb-b-20509	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20513	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=4564;n_controls=458446	
ukb-b-20513	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20515	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=8869;n_controls=5414	
ukb-b-20515	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2053	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2053	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20531	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-20531	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20542	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1756;n_controls=461254	
ukb-b-20542	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20544	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=106635;n_controls=344065	
ukb-b-20544	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20549	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3060;n_controls=61889	
ukb-b-20549	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2055	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1042;n_controls=461968	
ukb-b-2055	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20554	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-20554	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-20556	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1910;n_controls=461023	
ukb-b-20556	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2083	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1624;n_controls=461386	
ukb-b-2083	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2084	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2084	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2091	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2091	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2094	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2094	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2102	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2102	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2105	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2105	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2108	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3968;n_controls=459042	
ukb-b-2108	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2115	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2115	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-212	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1514;n_controls=461496	
ukb-b-212	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2122	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2122	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2126	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2761;n_controls=460172	
ukb-b-2126	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2134	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2134	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2146	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=5719;n_controls=457291	
ukb-b-2146	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2148	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2148	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2160	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3436;n_controls=459574	
ukb-b-2160	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-217	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-217	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2183	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2183	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2188	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2731;n_controls=460279	
ukb-b-2188	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2189	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=11031;n_controls=451979	
ukb-b-2189	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2194	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1027;n_controls=461983	
ukb-b-2194	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2204	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1018;n_controls=461992	
ukb-b-2204	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2205	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=9330;n_controls=453680	
ukb-b-2205	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2209	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2209	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2218	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=9125;n_controls=453808	
ukb-b-2218	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2219	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3878;n_controls=459132	
ukb-b-2219	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2221	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2221	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2227	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2227	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-223	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-223	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2237	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2237	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-227	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1388;n_controls=461622	
ukb-b-227	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-228	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-228	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2285	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1061;n_controls=461949	
ukb-b-2285	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2299	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2299	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2303	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2303	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2307	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=6277;n_controls=456733	
ukb-b-2307	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2317	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1446;n_controls=461106	
ukb-b-2317	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2338	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1823;n_controls=63126	
ukb-b-2338	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2341	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=8360;n_controls=56589	
ukb-b-2341	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2346	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2346	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2349	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3292;n_controls=459641	
ukb-b-2349	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-235	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1343;n_controls=461667	
ukb-b-235	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2368	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=4996;n_controls=59953	
ukb-b-2368	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2375	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2375	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2393	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=355835;n_controls=105211	
ukb-b-2393	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2399	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=6653;n_controls=454383	
ukb-b-2399	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2400	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2188;n_controls=460822	
ukb-b-2400	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2414	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3609;n_controls=459401	
ukb-b-2414	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2415	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1358;n_controls=461575	
ukb-b-2415	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2416	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1169;n_controls=461841	
ukb-b-2416	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2424	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=6700;n_controls=456310	
ukb-b-2424	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2425	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3356;n_controls=459043	
ukb-b-2425	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2426	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2055;n_controls=460955	
ukb-b-2426	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-243	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-243	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2456	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2456	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2468	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2468	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2469	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1391;n_controls=461619	
ukb-b-2469	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2482	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2482	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2483	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3251;n_controls=459759	
ukb-b-2483	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2506	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=117423;n_controls=33219	
ukb-b-2506	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2512	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2512	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2522	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1481;n_controls=461452	
ukb-b-2522	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2525	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1485;n_controls=461525	
ukb-b-2525	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2528	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3951;n_controls=458982	
ukb-b-2528	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2530	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2530	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2533	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2189;n_controls=460744	
ukb-b-2533	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2535	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2535	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2557	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=5587;n_controls=37909	
ukb-b-2557	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-256	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=11226;n_controls=20091	
ukb-b-256	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2561	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2006;n_controls=461004	
ukb-b-2561	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2582	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1138;n_controls=461872	
ukb-b-2582	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2592	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=10939;n_controls=451994	
ukb-b-2592	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-260	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2690;n_controls=62259	
ukb-b-260	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2603	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2603	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2618	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2618	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2625	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1018;n_controls=461992	
ukb-b-2625	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2630	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1178;n_controls=461832	
ukb-b-2630	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2634	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2634	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-266	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1110;n_controls=101356	
ukb-b-266	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2669	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3328;n_controls=459605	
ukb-b-2669	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2691	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2691	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2703	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2167;n_controls=460843	
ukb-b-2703	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2709	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2709	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2715	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2179;n_controls=460831	
ukb-b-2715	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2719	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2568;n_controls=460365	
ukb-b-2719	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2729	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2729	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2732	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2732	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2750	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1058;n_controls=461952	
ukb-b-2750	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2763	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2763	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2769	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1408;n_controls=461602	
ukb-b-2769	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-277	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2960;n_controls=61989	
ukb-b-277	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2772	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2772	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2804	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2696;n_controls=460314	
ukb-b-2804	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-282	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-282	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2823	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1417;n_controls=442591	
ukb-b-2823	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2830	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2830	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2832	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2832	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2838	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1606;n_controls=461404	
ukb-b-2838	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2846	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2846	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2854	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2506;n_controls=460504	
ukb-b-2854	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2862	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2862	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2867	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2867	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2875	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2876;n_controls=460134	
ukb-b-2875	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-288	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3883;n_controls=459050	
ukb-b-288	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2895	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3497;n_controls=459513	
ukb-b-2895	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-29	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-29	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-290	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2605;n_controls=460328	
ukb-b-290	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2909	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2909	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-295	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=2006;n_controls=461004	
ukb-b-295	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2951	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=4026;n_controls=458984	
ukb-b-2951	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2953	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1473;n_controls=461460	
ukb-b-2953	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2954	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=5384;n_controls=456852	
ukb-b-2954	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2963	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=3060;n_controls=459873	
ukb-b-2963	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2964	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1483;n_controls=461527	
ukb-b-2964	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2966	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2966	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2973	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1247;n_controls=461763	
ukb-b-2973	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2975	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2975	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-298	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-298	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2988	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2988	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-2993	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-2993	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-3000	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-3000	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-3005	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=10097;n_controls=452836	
ukb-b-3005	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-301	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=9044;n_controls=453889	
ukb-b-301	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-3016	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-3016	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-3018	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-3018	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-3022	sample_size_kind	total	opengwas_api_gwasinfo	n_cases=;n_controls=	
ukb-b-3022	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-3027	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1233;n_controls=461777	
ukb-b-3027	stored_effect_scale	sd	opengwas_api_gwasinfo		
ukb-b-3035	sample_size_kind	case_control	opengwas_api_gwasinfo	n_cases=1231;n_controls=461779	
ukb-b-3035	stored_effect_scale	sd	opengwas_api_gwasinfo		
