store_uri	filtered_uri	store_bytes	filtered_bytes	download_filter_seconds	build_seconds	end_to_end_seconds	layout	coverage	completion_state	n_manifest_rows	n_analyses	n_variants	n_associations	filter_summary_retained_rows	trans_analysis_id	trans_region_id	trans_region_kind	trans_region	trans_sidecar_associations	trans_query_associations	trans_top_variant	trans_top_z	warnings
/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-south-asian/store/ragged__pmid-36635386__South-Asian	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-south-asian/filtered	150938679	170551147	16403.4	71.905	16475.305	ragged	cis_and_signals	observed_only	971	971	1336174	6653533	6653535	GCST90203093	GCST90203093__sig_trans__001	significant_trans	2:171422225-173422225	3658	3658	2:172422225	5.5352	store has 6653533 associations but filter summary records 6653535
