analysis_index	analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	tissue	context
239	GCST90202294	GCST90202294	Beta-cryptoxanthin levels	cryptoxanthin measurement	http://www.ebi.ac.uk/efo/EFO_0007897	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202294_GCST90202294.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202294/harmonised/GCST90202294.h.tsv.gz		GCST90202294_GCST90202294.filtered.tsv.gz	bc33fe34806fbd54d8708d37b0d28175de7e281f1ad1820f63c3bf748cf11eff	sha256	159271	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.957385802664223	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
240	GCST90202295	GCST90202295	Androstenediol (3beta,17beta) disulfate (1) levels	androstenediol (3beta,17beta) disulfate (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800278	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202295_GCST90202295.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202295/harmonised/GCST90202295.h.tsv.gz		GCST90202295_GCST90202295.filtered.tsv.gz	cc01e4fb70516b0864095d1c047f1be4510313b7ce13523990c1fc7d9f1c4e05	sha256	227595	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.842803479647782	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
241	GCST90202296	GCST90202296	5alpha-pregnan-3beta,20beta-diol monosulfate (1) levels	5alpha-pregnan-3beta,20beta-diol monosulfate (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800284	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202296_GCST90202296.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202296/harmonised/GCST90202296.h.tsv.gz		GCST90202296_GCST90202296.filtered.tsv.gz	03969cc23e2fee4bad4d79523d430be77076221f96bb78bb08b7f14d25f85b57	sha256	161181	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.921367930474635	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
242	GCST90202297	GCST90202297	Androstenediol (3beta,17beta) disulfate (2) levels	androstenediol (3beta,17beta) disulfate (2) measurement	http://www.ebi.ac.uk/efo/EFO_0800280	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202297_GCST90202297.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202297/harmonised/GCST90202297.h.tsv.gz		GCST90202297_GCST90202297.filtered.tsv.gz	1b5df62579df92ec5e811909c6ce2e0d6c49e6972ba4fe50f14604863b831df9	sha256	218235	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.818307052923835	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
243	GCST90202298	GCST90202298	5alpha-pregnan-3beta,20alpha-diol monosulfate (2) levels	5alpha-pregnan-3beta,20alpha-diol monosulfate (2) measurement	http://www.ebi.ac.uk/efo/EFO_0800285	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202298_GCST90202298.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202298/harmonised/GCST90202298.h.tsv.gz		GCST90202298_GCST90202298.filtered.tsv.gz	e71c0baa95118ca26e4ccb1b738dd82e620f8b602076b5b2adca5ea7c3d95522	sha256	161158	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.958191705297005	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
244	GCST90202299	GCST90202299	Taurocholenate sulfate levels	taurocholenate sulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800277	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202299_GCST90202299.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202299/harmonised/GCST90202299.h.tsv.gz		GCST90202299_GCST90202299.filtered.tsv.gz	71bc604b384e1559354132ed94aad06e36d7fb1c2e18f5a949ca511d7ea0b788	sha256	159330	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.998141376811809	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
245	GCST90202300	GCST90202300	5alpha-androstan-3beta,17beta-diol monosulfate (2) levels	5alpha-androstan-3beta,17beta-diol monosulfate (2) measurement	http://www.ebi.ac.uk/efo/EFO_0800291	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202300_GCST90202300.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202300/harmonised/GCST90202300.h.tsv.gz		GCST90202300_GCST90202300.filtered.tsv.gz	af99f4724fea72205e67144a80353f822e725bb44aec56d2d4c6ffba2b3dd657	sha256	155617	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.835191639119019	estimated_from_source_maf	sd	total	analysis_level	98	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
246	GCST90202301	GCST90202301	Androstenediol (3alpha, 17alpha) monosulfate (3) levels	androstenediol (3alpha, 17alpha) monosulfate (3) measurement	http://www.ebi.ac.uk/efo/EFO_0800293	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202301_GCST90202301.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202301/harmonised/GCST90202301.h.tsv.gz		GCST90202301_GCST90202301.filtered.tsv.gz	91522be0c75811900abe3e938e9c3b6cd9d90339444a194a7e14ecdd307cde6c	sha256	159929	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.722754178081957	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
247	GCST90202302	GCST90202302	5alpha-androstan-3alpha,17beta-diol disulfate levels	5alpha-androstan-3alpha,17beta-diol disulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800287	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202302_GCST90202302.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202302/harmonised/GCST90202302.h.tsv.gz		GCST90202302_GCST90202302.filtered.tsv.gz	09085c19d54d4419045b95ea489d4ae4a54fa1836fabc7c9c63f3f62185ec196	sha256	243297	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.64062693964824	estimated_from_source_maf	sd	total	analysis_level	86	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
248	GCST90202303	GCST90202303	5alpha-androstan-3alpha,17beta-diol monosulfate (1) levels	5alpha-androstan-3alpha,17beta-diol monosulfate (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800288	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202303_GCST90202303.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202303/harmonised/GCST90202303.h.tsv.gz		GCST90202303_GCST90202303.filtered.tsv.gz	380f1d9f6e2474dba2ce2b29867c5068b2766e32760aabde42f2ef6df5883c0b	sha256	250184	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.853640797605688	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
249	GCST90202304	GCST90202304	Androstenediol (3beta,17beta) monosulfate (1) levels	androstenediol (3beta,17beta) monosulfate (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800294	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202304_GCST90202304.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202304/harmonised/GCST90202304.h.tsv.gz		GCST90202304_GCST90202304.filtered.tsv.gz	03819b702d6b493fbe0bf6b586f472809f5b0d9f4f129750cb20baa900929aae	sha256	160022	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.826291714640886	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
250	GCST90202305	GCST90202305	2-hydroxyglutarate levels	2-hydroxyglutarate measurement	http://www.ebi.ac.uk/efo/EFO_0021506	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202305_GCST90202305.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202305/harmonised/GCST90202305.h.tsv.gz		GCST90202305_GCST90202305.filtered.tsv.gz	7e178086d5b997dbb2ce67dde5bc2e69bec7b567b34e00d2591e0ee3d50ad34b	sha256	157170	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.994945363627435	estimated_from_source_maf	sd	total	analysis_level	97	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
251	GCST90202306	GCST90202306	Pregnenediol sulfate (C21H34O5S) levels	pregnenediol sulfate (C21H34O5S) measurement	http://www.ebi.ac.uk/efo/EFO_0800299	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202306_GCST90202306.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202306/harmonised/GCST90202306.h.tsv.gz		GCST90202306_GCST90202306.filtered.tsv.gz	4d1f1e378c1cc5b002332d2d0c3484879860e2e52cad5c32df49e3c6f8006d66	sha256	203000	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.789633776757162	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
252	GCST90202307	GCST90202307	4-hydroxycoumarin levels	4-hydroxycoumarin measurement	http://www.ebi.ac.uk/efo/EFO_0800959	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202307_GCST90202307.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202307/harmonised/GCST90202307.h.tsv.gz		GCST90202307_GCST90202307.filtered.tsv.gz	b085891a457934d9c6abdea814e6e42db02b7d8901830bb21782825a5ccfef39	sha256	153383	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.894456901765549	estimated_from_source_maf	sd	total	analysis_level	68	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
253	GCST90202308	GCST90202308	Ergothioneine levels	ergothioneine measurement	http://www.ebi.ac.uk/efo/EFO_0021163	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202308_GCST90202308.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202308/harmonised/GCST90202308.h.tsv.gz		GCST90202308_GCST90202308.filtered.tsv.gz	c9bc90db23f78b7d87404bff27ee9437983ac2020fedf8a005b4f2be7f403ebd	sha256	158951	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.903001681666419	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
254	GCST90202309	GCST90202309	Palmitoyl sphingomyelin (d18:1/16:0) levels	palmitoyl sphingomyelin (d18:1/16:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800300	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202309_GCST90202309.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202309/harmonised/GCST90202309.h.tsv.gz		GCST90202309_GCST90202309.filtered.tsv.gz	5181fbfba5ec4b74d9f9d29eb156bd6efc3fcd1817d35bea041362c355cac045	sha256	159518	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.975023832584146	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
255	GCST90202310	GCST90202310	13-HODE + 9-HODE levels	13-HODE + 9-HODE measurement	http://www.ebi.ac.uk/efo/EFO_0800308	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202310_GCST90202310.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202310/harmonised/GCST90202310.h.tsv.gz		GCST90202310_GCST90202310.filtered.tsv.gz	91ed870a97ea8a93e274b3c0ce9ea9f0b004dc0d7d814c790ae7645574701d74	sha256	160086	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.977584841165906	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
256	GCST90202311	GCST90202311	Gamma-CEHC levels	gamma-CEHC measurement	http://www.ebi.ac.uk/efo/EFO_0800160	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202311_GCST90202311.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202311/harmonised/GCST90202311.h.tsv.gz		GCST90202311_GCST90202311.filtered.tsv.gz	93c89582616f4186a252eb1e0251ce38dfca3993019154e913d55391e94b007e	sha256	159648	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.975300621581917	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
257	GCST90202312	GCST90202312	16a-hydroxy DHEA 3-sulfate levels	16a-hydroxy DHEA 3-sulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800301	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202312_GCST90202312.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202312/harmonised/GCST90202312.h.tsv.gz		GCST90202312_GCST90202312.filtered.tsv.gz	cd23088fbef4e06e1a49e08f4ef81a260431fe22d1d95958084d2c62a645ea68	sha256	160173	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.95580905899317	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
258	GCST90202313	GCST90202313	Cinnamoylglycine levels	cinnamoylglycine measurement	http://www.ebi.ac.uk/efo/EFO_0800962	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202313_GCST90202313.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202313/harmonised/GCST90202313.h.tsv.gz		GCST90202313_GCST90202313.filtered.tsv.gz	591fb7bfac35466bf197013637de4a430020c99dbd5e5eb4368c7d0ff45d1788	sha256	154874	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.950354573793714	estimated_from_source_maf	sd	total	analysis_level	79	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
259	GCST90202314	GCST90202314	Pregnenolone sulfate levels	pregnenolone sulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800303	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202314_GCST90202314.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202314/harmonised/GCST90202314.h.tsv.gz		GCST90202314_GCST90202314.filtered.tsv.gz	2047923ace3562f0a7b00908fa42d9b835045243c64aa3b5beeb115d0a0d72df	sha256	160686	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.882550581772957	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
260	GCST90202315	GCST90202315	Cis-4-decenoylcarnitine (C10:1) levels	cis-4-decenoylcarnitine (C10:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800311	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202315_GCST90202315.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202315/harmonised/GCST90202315.h.tsv.gz		GCST90202315_GCST90202315.filtered.tsv.gz	a6354a553985962f60108dbdc11390b40a65c664c5ccdad4284f5eb31d90c081	sha256	278733	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.966984421785767	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
261	GCST90202316	GCST90202316	N-acetyl-3-methylhistidine levels	N-acetyl-3-methylhistidine measurement	http://www.ebi.ac.uk/efo/EFO_0800044	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202316_GCST90202316.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202316/harmonised/GCST90202316.h.tsv.gz		GCST90202316_GCST90202316.filtered.tsv.gz	429e612d9c0995663d1d605280803238d90616796207aeb98232cf117bd8ba30	sha256	162076	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.904780541105137	estimated_from_source_maf	sd	total	analysis_level	71	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
262	GCST90202317	GCST90202317	3-hydroxyhippurate levels	3-hydroxyhippurate measurement	http://www.ebi.ac.uk/efo/EFO_0800960	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202317_GCST90202317.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202317/harmonised/GCST90202317.h.tsv.gz		GCST90202317_GCST90202317.filtered.tsv.gz	1d019942fcf22c9c253c6b1eb819d0f27d4cfcb7a6bb826ea137853ce84355c2	sha256	160795	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.964023499224946	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
263	GCST90202318	GCST90202318	S-methylmethionine levels	S-methylmethionine measurement	http://www.ebi.ac.uk/efo/EFO_0800042	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202318_GCST90202318.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202318/harmonised/GCST90202318.h.tsv.gz		GCST90202318_GCST90202318.filtered.tsv.gz	0f23aee0483c569b0e8de6d0d30f43f8d28c89d5d10f32462ec84f2c1bd5d7e3	sha256	198703	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.992555053370433	estimated_from_source_maf	sd	total	analysis_level	97	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
264	GCST90202319	GCST90202319	Tridecenedioate (C13:1-DC) levels	tridecenedioate (C13:1-DC) measurement	http://www.ebi.ac.uk/efo/EFO_0800309	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202319_GCST90202319.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202319/harmonised/GCST90202319.h.tsv.gz		GCST90202319_GCST90202319.filtered.tsv.gz	68141a0e9179e72521569299111d11e6e2d51de695762d07b3e637df3898d300	sha256	160101	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.954161183950242	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
