analysis_id	status	error	attempt	retry_count	source_url	downloaded_bytes	input_rows	retained_rows	retained_fraction	cis_rows	significant_trans_regions	significant_trans_rows	suggestive_leads	output_file	output_bytes	checksum_algorithm	checksum	download_seconds	filter_seconds	total_seconds
GCST90199639	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199639/harmonised/GCST90199639.h.tsv.gz	404287127	15049107	83519	0.00555	0	7	83445	74	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90199639_GCST90199639.filtered.tsv.gz	2140264	sha256	3ca8a3c0344cbbf5af73f0e482f7c717ecda13877fb1e82009891c4cb3910bac	6	37.8	43.8
GCST90199640	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199640/harmonised/GCST90199640.h.tsv.gz	404093966	15047595	23758	0.001579	0	2	23699	59	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90199640_GCST90199640.filtered.tsv.gz	611477	sha256	57590a168fdb153d36ddb6e85e845252f7ba415396ff3035fed81defece98985	6.2	33.5	39.7
GCST90203093	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203093/harmonised/GCST90203093.h.tsv.gz	86557829	4278088	7186	0.00168	0	2	7157	29	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203093_GCST90203093.filtered.tsv.gz	144052	sha256	9248010efc6757bb86759fa27cc477e7204b3a53b87fbc100341c92423f253d1	1	10.1	11
GCST90203094	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203094/harmonised/GCST90203094.h.tsv.gz	85240932	4244669	2954	0.000696	0	1	2924	30	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203094_GCST90203094.filtered.tsv.gz	59358	sha256	4b44cb92cbf25593ad5a7e01f4b709fbb440c43d6198081026465c952255cfc9	4.8	9.6	14.4
GCST90203095	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203095/harmonised/GCST90203095.h.tsv.gz	80588965	4176707	17	4e-06	0	0	0	17	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203095_GCST90203095.filtered.tsv.gz	695	sha256	cfbda5fa6364ee85ab48be36ff018a901246b091cbc8f5dd7ebab531ff620821	4.8	6.8	11.5
GCST90203096	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203096/harmonised/GCST90203096.h.tsv.gz	86674057	4331238	22	5e-06	0	0	0	22	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203096_GCST90203096.filtered.tsv.gz	856	sha256	79c9abea7fa6cc961d6bf947ecb86557b2504338caa51e5579be68010b765225	6.7	8.9	15.6
GCST90203097	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203097/harmonised/GCST90203097.h.tsv.gz	91834313	4326508	3201	0.00074	0	1	3180	21	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203097_GCST90203097.filtered.tsv.gz	61326	sha256	38b30a2dc79c461167aeef6ad6f0349d3ffec57810072c04aa4aa9c85ade6544	4	7.8	11.8
GCST90203098	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203098/harmonised/GCST90203098.h.tsv.gz	93104973	4402960	3583	0.000814	0	1	3539	44	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203098_GCST90203098.filtered.tsv.gz	73883	sha256	c61b7001bd9c597572be36f0626d4e52849373e2dd73ffd3168ccd26078ada62	6.1	7.2	13.3
GCST90203099	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203099/harmonised/GCST90203099.h.tsv.gz	90773102	4439883	40	9e-06	0	0	0	40	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203099_GCST90203099.filtered.tsv.gz	1416	sha256	36a9f8fa87b7e80c685197f82be13f130daad601d7a680f5e4b7bf4f30234ba8	0.9	9.2	10.1
GCST90203100	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203100/harmonised/GCST90203100.h.tsv.gz	87973306	4217016	25	6e-06	0	0	0	25	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203100_GCST90203100.filtered.tsv.gz	945	sha256	af9819eb0a6aa233281c1494ff799480a589c278c194de43e653ce31179dcd70	5.3	6.2	11.5
GCST90203101	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203101/harmonised/GCST90203101.h.tsv.gz	84692926	4349863	27	6e-06	0	0	0	27	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203101_GCST90203101.filtered.tsv.gz	1012	sha256	906c78ade723b9a79e2702e47f5070ef65d1db81d7ecf0e9825114f461bc8be9	5	8.8	13.8
GCST90203102	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203102/harmonised/GCST90203102.h.tsv.gz	85927154	4253790	2869	0.000674	0	1	2841	28	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203102_GCST90203102.filtered.tsv.gz	52882	sha256	b66dc114e6c8b12d40b54466dc38eb95a78ce45b1cc29d5531e5a28e6e0a7772	5.7	7.4	13.2
GCST90203103	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203103/harmonised/GCST90203103.h.tsv.gz	90540057	4255885	25	6e-06	0	0	0	25	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203103_GCST90203103.filtered.tsv.gz	944	sha256	cd17ac3c73af22b5a350627665c9189575811b923202a3739f2fe4037c6fb2bf	4.4	8.2	12.6
GCST90203104	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203104/harmonised/GCST90203104.h.tsv.gz	86477173	4273720	22	5e-06	0	0	0	22	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203104_GCST90203104.filtered.tsv.gz	853	sha256	196ecc7c3393ba3676269164e9337b346269c0f9c9aff781a2e97fd884efbc81	5	8.5	13.5
GCST90203105	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203105/harmonised/GCST90203105.h.tsv.gz	90490419	4255885	28	7e-06	0	0	0	28	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203105_GCST90203105.filtered.tsv.gz	1027	sha256	37fd51f4434dbae4a99fb49aac6f08be253784809e557bce26d73d2b36936a57	4.4	7	11.4
GCST90203106	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203106/harmonised/GCST90203106.h.tsv.gz	90496329	4255885	20	5e-06	0	0	0	20	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203106_GCST90203106.filtered.tsv.gz	796	sha256	5d2b26741dff8ab675754b55b48fff1f8d6b3b86d51695aebaf810ea48f28272	6.4	6.8	13.1
GCST90203107	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203107/harmonised/GCST90203107.h.tsv.gz	90926578	4276475	7065	0.001652	0	2	7047	18	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203107_GCST90203107.filtered.tsv.gz	137227	sha256	3dad7a2e1957a42eee75a725d73e8b36981b0bd87be8ebcc03a5c2a3e3b214c7	4.2	7.2	11.4
GCST90203108	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203108/harmonised/GCST90203108.h.tsv.gz	86142939	4255885	19	4e-06	0	0	0	19	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203108_GCST90203108.filtered.tsv.gz	754	sha256	8aeeba9ada7b31ce760ead30c4c48e7b38ba64b0ce938fb5818f3cb75859937d	3.7	6.5	10.2
GCST90203109	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203109/harmonised/GCST90203109.h.tsv.gz	86276580	4261425	16	4e-06	0	0	0	16	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203109_GCST90203109.filtered.tsv.gz	669	sha256	de4d1c4dfa710078620aee0e09ab15ade156ffed57e30fbba0188920abddd5b6	2.9	7	9.9
GCST90203110	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203110/harmonised/GCST90203110.h.tsv.gz	90522506	4255885	10236	0.002405	0	3	10206	30	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203110_GCST90203110.filtered.tsv.gz	198433	sha256	5be7c0bc7a9cfd4a3eabae4ce22ec835bcd93d8ebd47dce330a61181c0ab5900	4.9	8.4	13.3
GCST90203111	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203111/harmonised/GCST90203111.h.tsv.gz	92362995	4394288	16	4e-06	0	0	0	16	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203111_GCST90203111.filtered.tsv.gz	669	sha256	cad92e0ce730f387279c8bf71c4836d7247669af6505a6a75e048b02bd9ad65a	4.2	9.7	13.8
GCST90203112	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203112/harmonised/GCST90203112.h.tsv.gz	88530623	4400052	14972	0.003403	0	5	14940	32	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203112_GCST90203112.filtered.tsv.gz	294866	sha256	4a53a6f2b3668b8dc82cb8a946dbe1aa05951522b712f438ab835089fb2ed32f	3.9	9.4	13.3
