analysis_id	status	error	attempt	retry_count	source_url	downloaded_bytes	input_rows	retained_rows	retained_fraction	cis_rows	significant_trans_regions	significant_trans_rows	suggestive_leads	qc_panel_rows	output_file	output_bytes	checksum_algorithm	checksum	download_seconds	filter_seconds	total_seconds
GCST90202055	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202055/harmonised/GCST90202055.h.tsv.gz	87523336	4210984	5791	0.001375	0	0	0	20	5771	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202055_GCST90202055.filtered.tsv.gz	161260	sha256	fe0f2834447b0e88b4936733e0937348898b6aa3e02883e47b3a81a84fbcc69d	6.7	10.6	17.4
GCST90202056	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202056/harmonised/GCST90202056.h.tsv.gz	85702675	4145602	5680	0.00137	0	0	0	21	5659	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202056_GCST90202056.filtered.tsv.gz	158808	sha256	ff8b5580f2d477e534d9084a9f513b1294225584d3256989f95a5cafa1c2570b	4.1	11.7	15.8
GCST90202057	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202057/harmonised/GCST90202057.h.tsv.gz	83783207	4218615	5792	0.001373	0	0	0	18	5774	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202057_GCST90202057.filtered.tsv.gz	161326	sha256	56579010ca30514828ca174807d57751bbdc9b4fca1d15bad0809b12b9093140	3.1	10.8	13.9
GCST90202058	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202058/harmonised/GCST90202058.h.tsv.gz	80809284	4085955	5600	0.001371	0	0	0	28	5572	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202058_GCST90202058.filtered.tsv.gz	156673	sha256	016d7e79952f29a9eb2d969801ab2e46ccadb9891c9f4424aa06aedcf14912ee	5.5	10.9	16.4
GCST90202059	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202059/harmonised/GCST90202059.h.tsv.gz	81539968	4086482	5584	0.001366	0	0	0	22	5562	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202059_GCST90202059.filtered.tsv.gz	155046	sha256	d74c7a6bf56af144223f09b7843413a8e5d3c376603baf4a60a17b715a81f79a	5.1	10.7	15.8
GCST90202060	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202060/harmonised/GCST90202060.h.tsv.gz	80453614	4125284	12818	0.003107	0	2	7180	31	5616	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202060_GCST90202060.filtered.tsv.gz	293666	sha256	78e009e307285b8cb5ac2a8a094687fd376823ccdb585091d81d5754ae418926	5.3	11.3	16.6
GCST90202061	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202061/harmonised/GCST90202061.h.tsv.gz	82990796	4171012	5711	0.001369	0	0	0	15	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202061_GCST90202061.filtered.tsv.gz	159179	sha256	0a46d89139f1a2edcd5f54c45944cbbf9a5826526bc536d081eb8afcb0cb6b62	5.6	10.6	16.1
GCST90202062	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202062/harmonised/GCST90202062.h.tsv.gz	82936419	4171012	5711	0.001369	0	0	0	15	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202062_GCST90202062.filtered.tsv.gz	159128	sha256	2be4e6fbf778573b633aaffc849fa49d5fb6f966ac5f7cff964a7b6814b8e68e	6.3	10.9	17.2
GCST90202063	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202063/harmonised/GCST90202063.h.tsv.gz	83425649	4201699	5765	0.001372	0	0	0	23	5742	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202063_GCST90202063.filtered.tsv.gz	160569	sha256	58479ed1c82e6ec978f983a876027eee1fb36e0705078c07b8dcafd45d88f42a	5.4	10.6	15.9
GCST90202064	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202064/harmonised/GCST90202064.h.tsv.gz	87832597	4202023	5756	0.00137	0	0	0	15	5741	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202064_GCST90202064.filtered.tsv.gz	160435	sha256	89a176ec77669ccace7f2355863f364c3bf885452cc3af93cee5ed9616de43ca	6.5	11	17.5
GCST90202065	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202065/harmonised/GCST90202065.h.tsv.gz	81528411	4201403	9438	0.002246	0	1	3665	42	5734	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202065_GCST90202065.filtered.tsv.gz	233099	sha256	de2052dc165517907e8ccb651a8fad5ce4d07778257784dd7d0b2709f5c4d2ce	6.5	10.4	16.8
GCST90202066	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202066/harmonised/GCST90202066.h.tsv.gz	87299910	4171012	8601	0.002062	0	1	2889	19	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202066_GCST90202066.filtered.tsv.gz	214141	sha256	bee3eef0fd4dda43f9f6b964123221c05fcb594a6ceb9fb5e129353b5c5ebc8f	6.9	11.3	18.2
GCST90202067	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202067/harmonised/GCST90202067.h.tsv.gz	81113169	4234725	16224	0.003831	0	2	10417	32	5787	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202067_GCST90202067.filtered.tsv.gz	341997	sha256	1e932bd5a430e96ee119852975d4364e79bec9464db07aea03d4e7170f2cd28d	5.8	11.2	17
GCST90202068	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202068/harmonised/GCST90202068.h.tsv.gz	82986069	4171012	5714	0.00137	0	0	0	18	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202068_GCST90202068.filtered.tsv.gz	159476	sha256	f0df270fa5f4e04e067928f8cec58e6dd58321767c547bd9d8702586bc8e7872	5.7	11.4	17
GCST90202069	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202069/harmonised/GCST90202069.h.tsv.gz	83655087	4208446	5782	0.001374	0	0	0	23	5759	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202069_GCST90202069.filtered.tsv.gz	161183	sha256	3ed5c696d9aaf77ac31d4f92e89bad45a0c111eefdac62fcb984a2aa6959c4ad	3.8	10.7	14.5
GCST90202070	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202070/harmonised/GCST90202070.h.tsv.gz	82074575	4228323	8785	0.002078	0	1	2996	24	5767	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202070_GCST90202070.filtered.tsv.gz	219973	sha256	a984df9af698685cad17e551877217a9c2c4cb6554df04423716fd39a8a0f9d1	5.4	10.5	16
GCST90202071	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202071/harmonised/GCST90202071.h.tsv.gz	87563951	4186837	5736	0.00137	0	0	0	20	5716	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202071_GCST90202071.filtered.tsv.gz	160126	sha256	bf14d83c16e498fb1a3668c913e9de09c14bd26598a79af4ef5bfdc85b2186c5	6.3	11.9	18.2
GCST90202072	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202072/harmonised/GCST90202072.h.tsv.gz	83296737	4188209	5741	0.001371	0	0	0	16	5725	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202072_GCST90202072.filtered.tsv.gz	160159	sha256	fd0665a5854550dbac95bd70790477382d1eb90e969f0dbb66ca3f13b227f34d	6.1	11.1	17.2
GCST90202073	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202073/harmonised/GCST90202073.h.tsv.gz	83278470	4187419	5753	0.001374	0	0	0	21	5732	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202073_GCST90202073.filtered.tsv.gz	160496	sha256	d7b8d44070231575eb94c92ed471c4056444330d46d864939b9e2929a94ce405	4.5	10.9	15.4
GCST90202074	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202074/harmonised/GCST90202074.h.tsv.gz	82985489	4171012	9166	0.002198	0	1	3452	23	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202074_GCST90202074.filtered.tsv.gz	226103	sha256	9dca15ecbc0b70fae6b876e7ef7b2401e42adec96d0212d7e63b89d3cc393694	5.3	11.1	16.3
GCST90202075	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202075/harmonised/GCST90202075.h.tsv.gz	84094648	4239635	21085	0.004973	0	5	15258	45	5806	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202075_GCST90202075.filtered.tsv.gz	445383	sha256	41e1c93e82d8c3d4ff201d3c217f152a853527a96671c14173018731c793c53e	6.1	11.7	17.8
GCST90202076	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202076/harmonised/GCST90202076.h.tsv.gz	87872954	4204521	5763	0.001371	0	0	0	14	5749	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202076_GCST90202076.filtered.tsv.gz	160739	sha256	72ebb1ef72a5432293875c439d9bf5e43e9ffd976f472de991ed04cc42a29242	5.1	9.9	15
GCST90202077	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202077/harmonised/GCST90202077.h.tsv.gz	87153833	4225706	9217	0.002181	0	1	3403	31	5785	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202077_GCST90202077.filtered.tsv.gz	232097	sha256	57ab229542a3c928d50d81103cedb91501cf67e5fc4ff3a929b55215d7fd3ae3	4.8	11.1	15.9
GCST90202078	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202078/harmonised/GCST90202078.h.tsv.gz	87956223	4207866	5770	0.001371	0	0	0	15	5755	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202078_GCST90202078.filtered.tsv.gz	160800	sha256	cda31b4ea13adc261dcde39824153dec1c3d0a093dbdc2f7bc0c93207ce2312e	4	11.2	15.2
GCST90202079	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202079/harmonised/GCST90202079.h.tsv.gz	84113752	4242865	5821	0.001372	0	0	0	26	5795	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202079_GCST90202079.filtered.tsv.gz	161947	sha256	567812ee086975c05232f9b01008906f9ba8d55b296c81bbb78900ceda3b792c	3.1	10.3	13.4
GCST90202080	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202080/harmonised/GCST90202080.h.tsv.gz	84774881	4093708	5590	0.001366	0	0	0	16	5574	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202080_GCST90202080.filtered.tsv.gz	156238	sha256	07a2eac3fbc23bff10d81a3dc90cb3fee8d0aca17ef02fb6e3e04e243981771e	4.9	12.3	17.1
GCST90202081	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202081/harmonised/GCST90202081.h.tsv.gz	85858569	4134011	8401	0.002032	0	1	2759	12	5632	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202081_GCST90202081.filtered.tsv.gz	207702	sha256	96f856fb31fb28b61c8e41f94d35b166df2dd01559929906bafa57c9e9107718	4.6	10.6	15.2
GCST90202082	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202082/harmonised/GCST90202082.h.tsv.gz	87599634	4189283	5738	0.00137	0	0	0	13	5725	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202082_GCST90202082.filtered.tsv.gz	160144	sha256	6b7592f3ef812cb9ae170c51744af0956d5c042cf207622f2a5a82cff05d1e08	3.7	11.5	15.2
GCST90202083	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202083/harmonised/GCST90202083.h.tsv.gz	82054123	4155317	5672	0.001365	0	0	0	16	5656	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202083_GCST90202083.filtered.tsv.gz	158401	sha256	9cb395150cb52e42f65ba0f85b0dae8a2ad97678c941ef0f52987707f5d20023	6.1	10.4	16.5
GCST90202084	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202084/harmonised/GCST90202084.h.tsv.gz	87526297	4186573	5746	0.001372	0	0	0	22	5724	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202084_GCST90202084.filtered.tsv.gz	160274	sha256	05a56f4addeed012bfe0033a1f81faaacaf2b2db1571abddef3a2348d35d2e3f	5.6	11.7	17.4
GCST90202085	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202085/harmonised/GCST90202085.h.tsv.gz	82963312	4171012	5714	0.00137	0	0	0	18	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202085_GCST90202085.filtered.tsv.gz	159288	sha256	e0a9754c9a8c25110b2fce884bae026e044f68a9ef86e31dbb8677d520f28ec8	4.7	10.8	15.5
GCST90202086	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202086/harmonised/GCST90202086.h.tsv.gz	87290990	4171012	9227	0.002212	0	1	3514	21	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202086_GCST90202086.filtered.tsv.gz	223643	sha256	d98616c231c3c3ec389e7e5e960b537ea18481794628a1307458800df0a2f0fd	6.1	11.5	17.6
GCST90202087	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202087/harmonised/GCST90202087.h.tsv.gz	83442641	4193208	5756	0.001373	0	0	0	10	5746	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202087_GCST90202087.filtered.tsv.gz	160692	sha256	b983dd8323d2f8795cf72261740ed6fc6ba32408b37c0be16c16e780d422eb40	5.1	9.4	14.5
GCST90202088	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202088/harmonised/GCST90202088.h.tsv.gz	87292054	4171012	5717	0.001371	0	0	0	21	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202088_GCST90202088.filtered.tsv.gz	159394	sha256	30ceddcc5f132bd0b915fc652e8f150643c0c4e1ba5691e3a71f5b35ac48b24a	6.7	11.3	18
GCST90202089	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202089/harmonised/GCST90202089.h.tsv.gz	87299290	4171012	8600	0.002062	0	1	2889	18	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202089_GCST90202089.filtered.tsv.gz	214096	sha256	843b6b4ab6704c238eeb7cf21ad984bdf9642ba1d4ae18e7106e20957940a62f	4.8	12.1	16.9
GCST90202090	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202090/harmonised/GCST90202090.h.tsv.gz	82971471	4171012	5712	0.001369	0	0	0	16	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202090_GCST90202090.filtered.tsv.gz	159197	sha256	c9453dd43267ed5c4e24f1fd34c18fad2520c166c33b9fdc70029f0667bb8149	5	9.8	14.9
GCST90202091	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202091/harmonised/GCST90202091.h.tsv.gz	87283198	4171012	5717	0.001371	0	0	0	21	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202091_GCST90202091.filtered.tsv.gz	159546	sha256	0b7c08d0706de4e0becab05e418db3483493f50444f8970a7b8d9eedfcc3caaa	5.2	10.5	15.7
GCST90202092	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202092/harmonised/GCST90202092.h.tsv.gz	83000598	4171012	5713	0.00137	0	0	0	17	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202092_GCST90202092.filtered.tsv.gz	159174	sha256	f44f4004d95ada4fdefd96a1e0ea5f7bc7623c04c990480095702a84637b7f54	3.3	10.6	13.9
GCST90202093	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202093/harmonised/GCST90202093.h.tsv.gz	87584962	4187053	5738	0.00137	0	0	0	18	5720	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202093_GCST90202093.filtered.tsv.gz	160132	sha256	c4e0e32b094b293ef5b1f4c21ac712ce39e5b6353d962c95c67b686650e808d2	6	10.4	16.4
GCST90202094	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202094/harmonised/GCST90202094.h.tsv.gz	88132385	4218431	9052	0.002146	0	1	3259	24	5775	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202094_GCST90202094.filtered.tsv.gz	221753	sha256	eef50ba8bfd445a92115f8ea98368d10f20720394b4f91062d9198d7f8c7d432	3.7	10	13.7
GCST90202095	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202095/harmonised/GCST90202095.h.tsv.gz	83805890	4220822	5810	0.001377	0	0	0	20	5790	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202095_GCST90202095.filtered.tsv.gz	161932	sha256	78f1942f4d1fbbb7123195a8ee484fb60a86542c6ab277009a36f401fa177247	4.9	10.8	15.7
GCST90202096	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202096/harmonised/GCST90202096.h.tsv.gz	87018448	4194171	7342	0.001751	0	1	1583	45	5720	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202096_GCST90202096.filtered.tsv.gz	190700	sha256	6f199e066670abd4bdaec686a64499e124d55ee62d098d1eb04c0421e15f2dc7	4.9	10.3	15.3
GCST90202097	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202097/harmonised/GCST90202097.h.tsv.gz	83226575	4185648	5740	0.001371	0	0	0	23	5717	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202097_GCST90202097.filtered.tsv.gz	160164	sha256	5af6990100c6355939a01a333e74cf717eb3dd8ca4221cb890706ad32ba0ca98	3.9	11.1	15.1
GCST90202098	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202098/harmonised/GCST90202098.h.tsv.gz	87524544	4185585	9029	0.002157	0	1	3290	30	5711	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202098_GCST90202098.filtered.tsv.gz	224964	sha256	eaddeae1bc105b455d464855520019e89bebd0ff34513c8b65729edda82e73e6	4.5	10.8	15.4
GCST90202099	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202099/harmonised/GCST90202099.h.tsv.gz	82975793	4171012	5711	0.001369	0	0	0	15	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202099_GCST90202099.filtered.tsv.gz	159206	sha256	a33771cb7d6aac006209661e3047282f7bbcc7212e55ab413910a33ea33d7e31	5.9	10.8	16.7
GCST90202100	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202100/harmonised/GCST90202100.h.tsv.gz	83582070	4205745	8573	0.002038	0	1	2803	16	5758	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202100_GCST90202100.filtered.tsv.gz	212837	sha256	4121a9f5aac7531c17ceca51aaff0b305c6b0cca3eca78f9da7c77a931839fdd	3.1	11	14.1
GCST90202101	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202101/harmonised/GCST90202101.h.tsv.gz	83296235	4188744	5739	0.00137	0	0	0	14	5725	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202101_GCST90202101.filtered.tsv.gz	160139	sha256	ceff5c6242f4a2e13fdba8448571039e9c2ae3619d4ddfc40f26e51dafe25db9	4.6	10	14.6
GCST90202102	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202102/harmonised/GCST90202102.h.tsv.gz	88144092	4218737	5795	0.001374	0	0	0	19	5776	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202102_GCST90202102.filtered.tsv.gz	161531	sha256	6d40819945ff69689ecb0acda064be10096a37c04fee328d5c40a66d7a78c281	6.7	10.8	17.5
GCST90202103	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202103/harmonised/GCST90202103.h.tsv.gz	83706882	4208777	5789	0.001375	0	0	0	21	5768	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202103_GCST90202103.filtered.tsv.gz	161329	sha256	e7053e8f44fa6e834e3be345a77b1f10d79e3cbdab402c4a28c57c85c79af508	3.7	12.1	15.8
GCST90202104	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202104/harmonised/GCST90202104.h.tsv.gz	87485469	4184151	5731	0.00137	0	0	0	21	5710	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202104_GCST90202104.filtered.tsv.gz	159866	sha256	86b72f060d533d621cb303f50c10ddd211138a96234a20f2c8d2e4e485982942	3.4	10.4	13.8
GCST90202105	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202105/harmonised/GCST90202105.h.tsv.gz	83501966	4203319	8731	0.002077	0	1	2973	20	5741	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202105_GCST90202105.filtered.tsv.gz	216471	sha256	22f8f0551d0c66c8a4e2ea0a44f5e016756de43c1be456a2d4bee31349f94d73	3.8	11.3	15.1
GCST90202106	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202106/harmonised/GCST90202106.h.tsv.gz	81667809	4080338	11726	0.002874	0	2	6148	25	5560	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202106_GCST90202106.filtered.tsv.gz	264820	sha256	2d6d96c7cd0eeefc0bb24ccd15a84f28a64b966fd0c0bc7f0dd2e8bef1378252	5.7	11.1	16.8
GCST90202107	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202107/harmonised/GCST90202107.h.tsv.gz	83496550	4203319	5761	0.001371	0	0	0	20	5741	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202107_GCST90202107.filtered.tsv.gz	160558	sha256	fb2b79ad18b16a28658e493f0b4eda9cbb689da92281bf6e8c87b20a61884cc9	6	10.6	16.6
GCST90202108	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202108/harmonised/GCST90202108.h.tsv.gz	83000978	4171012	8110	0.001944	0	1	2396	23	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202108_GCST90202108.filtered.tsv.gz	206802	sha256	620f79dccb2420eb5abf470dea0ddf3ac9718568c585e410b2151215fd34e720	4.8	10.4	15.3
GCST90202109	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202109/harmonised/GCST90202109.h.tsv.gz	87631640	4189403	5741	0.00137	0	0	0	14	5727	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202109_GCST90202109.filtered.tsv.gz	160174	sha256	e76dbcf8e74bbe25702e1a1a9003c0f6bc363815e278139c0b26651a5f3293bf	5.7	11.5	17.1
GCST90202110	ok	""	1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202110/harmonised/GCST90202110.h.tsv.gz	87301018	4171012	5716	0.00137	0	0	0	20	5696	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202110_GCST90202110.filtered.tsv.gz	159416	sha256	1f40a77ea503b88fce6edc20856f4e7cc00f52c406ba35d230a438a43a37f7d4	4.9	11.6	16.5
