analysis_id	source_analysis_id	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	ancestry_reference_id	af_overlap	dominant_superpop	dominant_proportion	runner_up_margin	nnls_residual	gate_reason	ancestry_prop_AFR	ancestry_prop_AMR	ancestry_prop_EAS	ancestry_prop_EUR	ancestry_prop_MID	ancestry_prop_NAF	ancestry_prop_SAS	source_assigned_mismatch	ancestry_notes
GCST90202069	GCST90202069	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5777	EAS	0.98414	0.977273	0.0331507	ok	0.0052101	0.00686676	0.98414	0.00378333	0	0	0	false	dominant=EAS proportion=0.984 margin=0.977 overlap=5777 residual=0.0332
GCST90202070	GCST90202070	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	7735	EAS	0.981075	0.969477	0.036122	ok	0.0115981	0.00104447	0.981075	0.00628254	0	0	0	false	dominant=EAS proportion=0.981 margin=0.969 overlap=7735 residual=0.0361
GCST90202071	GCST90202071	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5730	EAS	0.984517	0.978912	0.0330256	ok	0.00514421	0.00473397	0.984517	0.00560477	0	0	0	false	dominant=EAS proportion=0.985 margin=0.979 overlap=5730 residual=0.0330
GCST90202072	GCST90202072	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5731	EAS	0.984331	0.978081	0.0330002	ok	0.00541792	0.004001	0.984331	0.00625012	0	0	0	false	dominant=EAS proportion=0.984 margin=0.978 overlap=5731 residual=0.0330
GCST90202073	GCST90202073	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5740	EAS	0.984292	0.978883	0.0329706	ok	0.00508776	0.00521039	0.984292	0.00540958	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5740 residual=0.0330
GCST90202074	GCST90202074	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	7984	EAS	0.978436	0.966892	0.0322934	ok	0.00917212	0.000848383	0.978436	0	0	0	0.0115438	false	dominant=EAS proportion=0.978 margin=0.967 overlap=7984 residual=0.0323
GCST90202075	GCST90202075	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	17256	EAS	0.970318	0.955635	0.0330866	ok	0.00647698	0.00852286	0.970318	0.0146823	0	0	0	false	dominant=EAS proportion=0.970 margin=0.956 overlap=17256 residual=0.0331
GCST90202076	GCST90202076	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5753	EAS	0.985848	0.980937	0.033107	ok	0.0045293	0.00471168	0.985848	0.00491078	0	0	0	false	dominant=EAS proportion=0.986 margin=0.981 overlap=5753 residual=0.0331
GCST90202077	GCST90202077	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	8478	EAS	0.994936	0.990978	0.0367413	ok	0.00110543	0.00395832	0.994936	0	0	0	0	false	dominant=EAS proportion=0.995 margin=0.991 overlap=8478 residual=0.0367
GCST90202078	GCST90202078	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5767	EAS	0.983807	0.977345	0.0331506	ok	0.00518792	0.00454242	0.983807	0.00646234	0	0	0	false	dominant=EAS proportion=0.984 margin=0.977 overlap=5767 residual=0.0332
GCST90202079	GCST90202079	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5809	EAS	0.983018	0.97681	0.0335208	ok	0.00504207	0.00620856	0.983018	0.0057309	0	0	0	false	dominant=EAS proportion=0.983 margin=0.977 overlap=5809 residual=0.0335
GCST90202080	GCST90202080	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5587	EAS	0.989123	0.982566	0.0335013	ok	0.00157175	0.0065568	0.989123	0.00274835	0	0	0	false	dominant=EAS proportion=0.989 margin=0.983 overlap=5587 residual=0.0335
GCST90202081	GCST90202081	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	7712	EAS	0.985499	0.977479	0.034282	ok	0.00802007	0.00648125	0.985499	0	0	0	0	false	dominant=EAS proportion=0.985 margin=0.977 overlap=7712 residual=0.0343
GCST90202082	GCST90202082	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5733	EAS	0.984388	0.978542	0.0330187	ok	0.00478592	0.00497935	0.984388	0.00584659	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5733 residual=0.0330
GCST90202083	GCST90202083	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5667	EAS	0.982039	0.973883	0.0338459	ok	0.00554567	0.00425985	0.982039	0.00815564	0	0	0	false	dominant=EAS proportion=0.982 margin=0.974 overlap=5667 residual=0.0338
GCST90202084	GCST90202084	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5738	EAS	0.984543	0.979358	0.0330284	ok	0.0050873	0.00518522	0.984543	0.00518399	0	0	0	false	dominant=EAS proportion=0.985 margin=0.979 overlap=5738 residual=0.0330
GCST90202085	GCST90202085	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5708	EAS	0.984515	0.979186	0.032829	ok	0.00491879	0.00523633	0.984515	0.00532957	0	0	0	false	dominant=EAS proportion=0.985 margin=0.979 overlap=5708 residual=0.0328
GCST90202086	GCST90202086	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	8350	EAS	0.979795	0.962499	0.0304631	ok	0.00127732	0.017296	0.979795	0	0	0.000448874	0.00118238	false	dominant=EAS proportion=0.980 margin=0.962 overlap=8350 residual=0.0305
GCST90202087	GCST90202087	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5751	EAS	0.984535	0.97868	0.0331044	ok	0.00493499	0.00467449	0.984535	0.00585528	0	0	0	false	dominant=EAS proportion=0.985 margin=0.979 overlap=5751 residual=0.0331
GCST90202088	GCST90202088	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5709	EAS	0.984491	0.979107	0.032831	ok	0.0050154	0.00538485	0.984491	0.00510825	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5709 residual=0.0328
GCST90202089	GCST90202089	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	8040	EAS	0.981517	0.974647	0.0333396	ok	0.00114508	0	0.981517	0.00445673	0.00601003	0	0.00687066	false	dominant=EAS proportion=0.982 margin=0.975 overlap=8040 residual=0.0333
GCST90202090	GCST90202090	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5704	EAS	0.984402	0.978926	0.03282	ok	0.00492259	0.00547608	0.984402	0.00519969	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5704 residual=0.0328
GCST90202091	GCST90202091	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5706	EAS	0.984271	0.978818	0.0328108	ok	0.00494925	0.00545319	0.984271	0.00532688	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5706 residual=0.0328
GCST90202092	GCST90202092	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5706	EAS	0.984304	0.97889	0.0328167	ok	0.0050242	0.00541382	0.984304	0.00525774	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5706 residual=0.0328
GCST90202093	GCST90202093	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5731	EAS	0.984571	0.9791	0.0328522	ok	0.00517882	0.00477974	0.984571	0.00547058	0	0	0	false	dominant=EAS proportion=0.985 margin=0.979 overlap=5731 residual=0.0329
GCST90202094	GCST90202094	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	8312	EAS	0.984034	0.969524	0.0318244	ok	0.00145522	0.0145105	0.984034	0	0	0	0	false	dominant=EAS proportion=0.984 margin=0.970 overlap=8312 residual=0.0318
GCST90202095	GCST90202095	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5802	EAS	0.984305	0.978791	0.0332923	ok	0.00551433	0.00489219	0.984305	0.00528828	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5802 residual=0.0333
GCST90202096	GCST90202096	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	6857	EAS	0.966357	0.932713	0.0339958	ok	0	0.0336433	0.966357	0	0	0	0	false	dominant=EAS proportion=0.966 margin=0.933 overlap=6857 residual=0.0340
GCST90202097	GCST90202097	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5734	EAS	0.984039	0.978306	0.0330115	ok	0.00505947	0.00573274	0.984039	0.00516892	0	0	0	false	dominant=EAS proportion=0.984 margin=0.978 overlap=5734 residual=0.0330
GCST90202098	GCST90202098	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	8197	EAS	0.987494	0.979465	0.0313989	ok	0.00447744	0	0.987494	0.00802893	0	0	0	false	dominant=EAS proportion=0.987 margin=0.979 overlap=8197 residual=0.0314
GCST90202099	GCST90202099	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5702	EAS	0.984417	0.979044	0.0328128	ok	0.00493711	0.0052731	0.984417	0.00537314	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5702 residual=0.0328
GCST90202100	GCST90202100	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	8028	EAS	0.971315	0.956206	0.0328691	ok	0.00837956	0	0.971315	0.00519631	0	0	0.0151092	false	dominant=EAS proportion=0.971 margin=0.956 overlap=8028 residual=0.0329
GCST90202101	GCST90202101	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5734	EAS	0.984496	0.978751	0.0329792	ok	0.00467286	0.00508663	0.984496	0.00574492	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5734 residual=0.0330
GCST90202102	GCST90202102	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5787	EAS	0.984565	0.977815	0.0332472	ok	0.0054695	0.00321567	0.984565	0.00674989	0	0	0	false	dominant=EAS proportion=0.985 margin=0.978 overlap=5787 residual=0.0332
GCST90202103	GCST90202103	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5782	EAS	0.983945	0.977818	0.0331159	ok	0.00489571	0.00612728	0.983945	0.00503218	0	0	0	false	dominant=EAS proportion=0.984 margin=0.978 overlap=5782 residual=0.0331
GCST90202104	GCST90202104	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5721	EAS	0.983933	0.978558	0.0329357	ok	0.00532351	0.0053679	0.983933	0.00537534	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5721 residual=0.0329
GCST90202105	GCST90202105	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	8194	EAS	0.968757	0.95331	0.0315773	ok	0	0.015447	0.968757	0.000770871	0	0	0.015025	false	dominant=EAS proportion=0.969 margin=0.953 overlap=8194 residual=0.0316
GCST90202106	GCST90202106	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	10183	EAS	0.996408	0.992815	0.0388896	ok	0.00359234	0	0.996408	0	0	0	0	false	dominant=EAS proportion=0.996 margin=0.993 overlap=10183 residual=0.0389
GCST90202107	GCST90202107	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5753	EAS	0.984869	0.979449	0.033101	ok	0.00504271	0.00466913	0.984869	0.00541942	0	0	0	false	dominant=EAS proportion=0.985 margin=0.979 overlap=5753 residual=0.0331
GCST90202108	GCST90202108	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	7583	EAS	0.974098	0.958002	0.03207	ok	0	0.0160964	0.974098	0	0.00980515	0	0	false	dominant=EAS proportion=0.974 margin=0.958 overlap=7583 residual=0.0321
GCST90202109	GCST90202109	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5734	EAS	0.984452	0.978885	0.032981	ok	0.00556719	0.00490809	0.984452	0.00507231	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5734 residual=0.0330
GCST90202110	GCST90202110	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5708	EAS	0.984413	0.979014	0.0328329	ok	0.00499481	0.0051935	0.984413	0.00539864	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5708 residual=0.0328
GCST90202111	GCST90202111	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5708	EAS	0.984385	0.978826	0.0328149	ok	0.00498817	0.00555922	0.984385	0.0050673	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5708 residual=0.0328
GCST90202112	GCST90202112	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5634	EAS	0.982554	0.973841	0.035502	ok	0.00730681	0.00142571	0.982554	0.00871324	0	0	0	false	dominant=EAS proportion=0.983 margin=0.974 overlap=5634 residual=0.0355
GCST90202113	GCST90202113	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5811	EAS	0.984306	0.978321	0.0331914	ok	0.00510375	0.00598509	0.984306	0.0046054	0	0	0	false	dominant=EAS proportion=0.984 margin=0.978 overlap=5811 residual=0.0332
GCST90202114	GCST90202114	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5709	EAS	0.984786	0.979539	0.0328511	ok	0.00481246	0.00524706	0.984786	0.00515481	0	0	0	false	dominant=EAS proportion=0.985 margin=0.980 overlap=5709 residual=0.0329
GCST90202115	GCST90202115	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	10978	EAS	0.986026	0.972396	0.03189	ok	0.000344409	0.0136299	0.986026	0	0	0	0	false	dominant=EAS proportion=0.986 margin=0.972 overlap=10978 residual=0.0319
GCST90202116	GCST90202116	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	8587	EAS	0.970713	0.955527	0.0330261	ok	0.0141014	0	0.970713	0	0	0	0.0151856	false	dominant=EAS proportion=0.971 margin=0.956 overlap=8587 residual=0.0330
GCST90202117	GCST90202117	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5568	EAS	0.981649	0.970554	0.0348936	ok	0.00725697	0	0.981649	0.0110943	0	0	0	false	dominant=EAS proportion=0.982 margin=0.971 overlap=5568 residual=0.0349
GCST90202118	GCST90202118	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5722	EAS	0.974645	0.964663	0.0381986	ok	0.00826671	0.00998204	0.974645	0.00710599	0	0	0	false	dominant=EAS proportion=0.975 margin=0.965 overlap=5722 residual=0.0382
GCST90202119	GCST90202119	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	7943	EAS	0.990476	0.983548	0.0310213	ok	0.00259562	0	0.990476	0.00692831	0	0	0	false	dominant=EAS proportion=0.990 margin=0.984 overlap=7943 residual=0.0310
GCST90202120	GCST90202120	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5576	EAS	0.983556	0.977239	0.0333357	ok	0.00631779	0.00508798	0.983556	0.00503779	0	0	0	false	dominant=EAS proportion=0.984 margin=0.977 overlap=5576 residual=0.0333
GCST90202121	GCST90202121	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5705	EAS	0.984452	0.978991	0.0328171	ok	0.00500404	0.00508204	0.984452	0.0054617	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5705 residual=0.0328
GCST90202122	GCST90202122	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	8782	EAS	0.975891	0.954912	0.0316508	ok	0.00313087	0	0.975891	0.0209784	0	0	0	false	dominant=EAS proportion=0.976 margin=0.955 overlap=8782 residual=0.0317
GCST90202123	GCST90202123	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5728	EAS	0.984481	0.978751	0.0328941	ok	0.00526142	0.00452818	0.984481	0.00572987	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5728 residual=0.0329
GCST90202124	GCST90202124	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	7946	EAS	0.991992	0.983985	0.0335078	ok	0.00800762	0	0.991992	0	0	0	0	false	dominant=EAS proportion=0.992 margin=0.984 overlap=7946 residual=0.0335
GCST90202125	GCST90202125	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5732	EAS	0.984373	0.978907	0.0329707	ok	0.00546626	0.00524084	0.984373	0.00491986	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5732 residual=0.0330
GCST90202126	GCST90202126	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	7714	EAS	0.97333	0.955758	0.0351266	ok	0.00285069	0.00624722	0.97333	0.0175721	0	0	0	false	dominant=EAS proportion=0.973 margin=0.956 overlap=7714 residual=0.0351
GCST90202127	GCST90202127	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	7125	EAS	0.98421	0.977202	0.0315828	ok	0.00700809	0.00555305	0.98421	0	0	0	0.0032292	false	dominant=EAS proportion=0.984 margin=0.977 overlap=7125 residual=0.0316
GCST90202128	GCST90202128	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	8913	EAS	0.96363	0.943944	0.0351888	ok	0	0.0166838	0.96363	0	0	0	0.0196859	false	dominant=EAS proportion=0.964 margin=0.944 overlap=8913 residual=0.0352
GCST90202129	GCST90202129	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	7479	EAS	0.977421	0.964356	0.0333919	ok	0.00271612	0.0130647	0.977421	0.00679804	0	0	0	false	dominant=EAS proportion=0.977 margin=0.964 overlap=7479 residual=0.0334
GCST90202130	GCST90202130	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5771	EAS	0.984245	0.977829	0.0331925	ok	0.00462715	0.00641666	0.984245	0.00471101	0	0	0	false	dominant=EAS proportion=0.984 margin=0.978 overlap=5771 residual=0.0332
GCST90202131	GCST90202131	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5755	EAS	0.983991	0.977721	0.032946	ok	0.00469527	0.00626931	0.983991	0.00504478	0	0	0	false	dominant=EAS proportion=0.984 margin=0.978 overlap=5755 residual=0.0329
GCST90202132	GCST90202132	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5729	EAS	0.98442	0.978826	0.0328797	ok	0.00503517	0.00559452	0.98442	0.00495003	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5729 residual=0.0329
GCST90202133	GCST90202133	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5705	EAS	0.984486	0.979094	0.0328218	ok	0.00505943	0.0050635	0.984486	0.00539155	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5705 residual=0.0328
GCST90202134	GCST90202134	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5795	EAS	0.984617	0.9786	0.0333252	ok	0.00475503	0.00601671	0.984617	0.00461126	0	0	0	false	dominant=EAS proportion=0.985 margin=0.979 overlap=5795 residual=0.0333
GCST90202135	GCST90202135	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5717	EAS	0.984404	0.978838	0.032828	ok	0.00483405	0.0055665	0.984404	0.0051954	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5717 residual=0.0328
GCST90202136	GCST90202136	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5804	EAS	0.984481	0.97845	0.033464	ok	0.0051427	0.00603054	0.984481	0.00434603	0	0	0	false	dominant=EAS proportion=0.984 margin=0.978 overlap=5804 residual=0.0335
GCST90202137	GCST90202137	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	9402	EAS	0.967874	0.949376	0.0335912	ok	0.00645356	0.00233093	0.967874	0.0184981	0	0	0.0048432	false	dominant=EAS proportion=0.968 margin=0.949 overlap=9402 residual=0.0336
GCST90202138	GCST90202138	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5497	EAS	0.991316	0.983973	0.038076	ok	0.00020933	0.0011311	0.991316	0.00734339	0	0	0	false	dominant=EAS proportion=0.991 margin=0.984 overlap=5497 residual=0.0381
GCST90202139	GCST90202139	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5520	EAS	0.97728	0.968678	0.0361395	ok	0.0063188	0.00779949	0.97728	0.00860174	0	0	0	false	dominant=EAS proportion=0.977 margin=0.969 overlap=5520 residual=0.0361
GCST90202140	GCST90202140	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5745	EAS	0.984118	0.978592	0.0329768	ok	0.00512627	0.00552578	0.984118	0.00523019	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5745 residual=0.0330
GCST90202141	GCST90202141	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5534	EAS	0.984461	0.978045	0.034727	ok	0.00641608	0.00531766	0.984461	0.00352772	0	0	0.000277525	false	dominant=EAS proportion=0.984 margin=0.978 overlap=5534 residual=0.0347
GCST90202142	GCST90202142	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5705	EAS	0.984332	0.978811	0.0328289	ok	0.00502835	0.00511851	0.984332	0.00552117	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5705 residual=0.0328
GCST90202143	GCST90202143	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5711	EAS	0.984426	0.979038	0.0328235	ok	0.00500516	0.00517981	0.984426	0.00538871	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5711 residual=0.0328
GCST90202144	GCST90202144	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	7468	EAS	0.986431	0.980023	0.0308011	ok	0.00640772	0.00234212	0.986431	0.00481933	0	0	0	false	dominant=EAS proportion=0.986 margin=0.980 overlap=7468 residual=0.0308
GCST90202145	GCST90202145	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5725	EAS	0.984535	0.978735	0.0327934	ok	0.00472905	0.00580062	0.984535	0.00493515	0	0	0	false	dominant=EAS proportion=0.985 margin=0.979 overlap=5725 residual=0.0328
GCST90202146	GCST90202146	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5707	EAS	0.984483	0.978924	0.0328397	ok	0.00502389	0.00555941	0.984483	0.00493331	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5707 residual=0.0328
GCST90202147	GCST90202147	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5751	EAS	0.984495	0.978735	0.0331253	ok	0.00491228	0.00483377	0.984495	0.00575939	0	0	0	false	dominant=EAS proportion=0.984 margin=0.979 overlap=5751 residual=0.0331
GCST90202148	GCST90202148	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5576	EAS	0.986439	0.979598	0.0347637	ok	0.00557387	0.00684132	0.986439	0.0011455	0	0	0	false	dominant=EAS proportion=0.986 margin=0.980 overlap=5576 residual=0.0348
GCST90202149	GCST90202149	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5801	EAS	0.975077	0.965756	0.0406112	ok	0.00783186	0.00932144	0.975077	0.00776921	0	0	0	false	dominant=EAS proportion=0.975 margin=0.966 overlap=5801 residual=0.0406
GCST90202150	GCST90202150	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5592	EAS	0.98489	0.979551	0.0335838	ok	0.00506512	0.00470602	0.98489	0.00533895	0	0	0	false	dominant=EAS proportion=0.985 margin=0.980 overlap=5592 residual=0.0336
GCST90202151	GCST90202151	East Asian	EAS	af_assigned	ukb-ancestry-mixture-hg38	5727	EAS	0.98406	0.978406	0.0329849	ok	0.00509414	0.005654	0.98406	0.00519172	0	0	0	false	dominant=EAS proportion=0.984 margin=0.978 overlap=5727 residual=0.0330
