store_uri	filtered_uri	store_bytes	filtered_bytes	download_filter_seconds	build_seconds	end_to_end_seconds	layout	coverage	completion_state	n_manifest_rows	n_analyses	n_variants	n_associations	filter_summary_retained_rows	trans_analysis_id	trans_region_id	trans_region_kind	trans_region	trans_sidecar_associations	trans_query_associations	trans_top_variant	trans_top_z	warnings
/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/store/ragged__pmid-36635386__East-Asian	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered	139730923	192609918	22840.6	70.674	22911.274	ragged	cis_and_signals	observed_only	1038	1038	1176410	7380542	7380542	GCST90202060	GCST90202060__sig_trans__001	significant_trans	4:163889311-165889311	4681	4681	4:164889311	-5.8828	none
