store_uri	filtered_uri	store_bytes	filtered_bytes	download_filter_seconds	build_seconds	end_to_end_seconds	layout	coverage	completion_state	n_manifest_rows	n_analyses	n_variants	n_associations	filter_summary_retained_rows	cis_analysis_id	cis_region_id	cis_region	cis_sidecar_associations	cis_query_associations	cis_top_variant	cis_top_z	trans_analysis_id	trans_region_id	trans_region_kind	trans_region	trans_sidecar_associations	trans_query_associations	trans_top_variant	trans_top_z	warnings
/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-10/store/ragged__pmid-29875488__European__pilot10	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-10/filtered	16335490	3277454	417.3	2.864	420.164	ragged	cis_and_signals	observed_only	10	10	171006	202803	202803	GCST005806	GCST005806__cis__001	2:171555373-173628598	8419	8419	2:172854317	3.8281	GCST005806	GCST005806__sig_trans__001	significant_trans	17:27048441-29470397	6445	6445	17:28367840	19.5625	GCST005806: analysis_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST005806: trait_ontology_id present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST005806: trait_ontology_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240120: analysis_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240120: trait_ontology_id present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240120: trait_ontology_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240121: analysis_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240121: trait_ontology_id present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240121: trait_ontology_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240122: analysis_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240122: trait_ontology_id present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240122: trait_ontology_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240123: analysis_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240123: trait_ontology_id present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240123: trait_ontology_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240124: analysis_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240124: trait_ontology_id present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240124: trait_ontology_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240125: analysis_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240125: trait_ontology_id present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240125: trait_ontology_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240126: analysis_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240126: trait_ontology_id present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240126: trait_ontology_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240127: analysis_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240127: trait_ontology_id present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240127: trait_ontology_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240128: analysis_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240128: trait_ontology_id present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83); GCST90240128: trait_ontology_label present in the manifest but missing from the built store's analyses.tsv (see opengwasdb#83)
