store_uri	filtered_uri	store_bytes	filtered_bytes	download_filter_seconds	build_seconds	end_to_end_seconds	layout	coverage	completion_state	n_manifest_rows	n_analyses	n_variants	n_associations	filter_summary_retained_rows	trans_analysis_id	trans_region_id	trans_region_kind	trans_region	trans_sidecar_associations	trans_query_associations	trans_top_variant	trans_top_z	warnings
/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-african/store/ragged__pmid-36635386__African	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-african/filtered	766692427	679096436	30373.1	355.836	30728.936	ragged	cis_and_signals	observed_only	1034	1034	7067555	31986793	31986837	GCST90201021	GCST90201021__sig_trans__001	significant_trans	3:183589737-185589850	5034	5034	3:184589737	-5.5117	store has 31986793 associations but filter summary records 31986837
