store_uri	n_analyses	n_variants	probe_analysis_id	probe_n_associations	probe_n_finite_z	probe_stored_effect_scale	probe_analysis_label	probe_trait_ontology_mapping_method
/data/opengwasdb/wip/dense-observed-vcf-pilot-10-smoketest	10	9847701	ukb-b-10001	5349216	5349216	sd	Operative procedures - secondary OPCS: Z84.6 Knee joint	unmapped
