store_uri	filtered_uri	store_bytes	filtered_bytes	download_filter_seconds	build_seconds	end_to_end_seconds	layout	coverage	completion_state	n_manifest_rows	n_analyses	n_variants	n_associations	filter_summary_retained_rows	cis_analysis_id	cis_region_id	cis_region	cis_sidecar_associations	cis_query_associations	cis_top_variant	cis_top_z	trans_analysis_id	trans_region_id	trans_region_kind	trans_region	trans_sidecar_associations	trans_query_associations	trans_top_variant	trans_top_z	warnings
/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/store/ragged__pmid-29875488__European	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered	108002405	28637108	3436.6	16.757	3453.357	ragged	cis_and_signals	observed_only	100	100	1115499	1755880	1755880	GCST005806	GCST005806__cis__001	2:171555373-173628598	8419	8419	2:172854317	3.8281	GCST005806	GCST005806__sig_trans__001	significant_trans	17:27048441-29470397	6445	6445	17:28367840	19.5625	none
