analysis_id	status	error	attempt	retry_count	source_url	downloaded_bytes	input_rows	retained_rows	retained_fraction	cis_rows	significant_trans_regions	significant_trans_rows	suggestive_leads	output_file	output_bytes	checksum_algorithm	checksum	download_seconds	filter_seconds	total_seconds
GCST90240132	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240132/harmonised/GCST90240132.h.tsv.gz	195865977	10049901	15844	0.001577	8364	1	7448	32	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/PSMD1_GCST90240132.filtered.tsv.gz	262830	sha256	f12c771b38c9fd52fce602a61d30dfaa66438dad9955a82fde0d4c6b9ca88dbf	8.2	21.3	29.5
GCST90240133	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240133/harmonised/GCST90240133.h.tsv.gz	305306204	10042828	6945	0.000692	6909	0	0	36	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/PSMD11_GCST90240133.filtered.tsv.gz	115288	sha256	b18fe9808acc1c46133dad9c65965e96a48e7833dbf016961e1633d2fd6559f9	9.5	24.8	34.3
GCST90240134	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240134/harmonised/GCST90240134.h.tsv.gz	305378555	10042828	5369	0.000535	5337	0	0	32	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/PSMD4_GCST90240134.filtered.tsv.gz	88758	sha256	f729bc86e20c8d41ff07b6006e1940d70836ce537427ac3fb5aae62c311c5bf6	10.8	23.8	34.7
GCST90240135	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240135/harmonised/GCST90240135.h.tsv.gz	305351762	10042828	25592	0.002548	5345	3	20204	43	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/PSMD5_GCST90240135.filtered.tsv.gz	421273	sha256	c2b2cb9ad6d52d2c84af7f81c281511dbc4838ed02a921843593b1d8b3d19863	9.9	23.6	33.5
GCST90240136	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240136/harmonised/GCST90240136.h.tsv.gz	305327908	10042828	8293	0.000826	8262	0	0	31	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/PSMD7_GCST90240136.filtered.tsv.gz	138341	sha256	1f098d36f0995716ed1be6bcafd7d87ca3e9c9f64728a2e3e3fcf11db1d7dfd8	10.2	23.2	33.3
GCST90240137	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240137/harmonised/GCST90240137.h.tsv.gz	305244337	10042828	7239	0.000721	7194	0	0	45	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/HMGCR_GCST90240137.filtered.tsv.gz	118092	sha256	8415bf68bd123692eaa02133d94e39b799d27c90263023814f80b0168c690440	10.2	23.4	33.7
GCST90240138	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240138/harmonised/GCST90240138.h.tsv.gz	305457905	10042828	32	3e-06	0	0	0	32	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/HSD17B10_GCST90240138.filtered.tsv.gz	957	sha256	0cc8b853aa8d9da11c795e094bef23b45301807cd3256eef9f7c9d6bcbb3ff78	10.4	28.1	38.6
GCST90240139	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240139/harmonised/GCST90240139.h.tsv.gz	305331785	10042828	37486	0.003733	8127	4	29320	39	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/HAAO_GCST90240139.filtered.tsv.gz	616516	sha256	064366ae71f22d68e2dec47f1d1815fdf914c485e31addfcc106b182a8758c6a	10.5	25	35.5
GCST90240140	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240140/harmonised/GCST90240140.h.tsv.gz	305291025	10042828	16687	0.001662	7939	1	8720	28	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/MPST_GCST90240140.filtered.tsv.gz	266989	sha256	48108a59c5d4bffe79e3b6e52ccb57259cd9d89b1a64b7222bb015630274b1f4	10.5	22.9	33.4
GCST90240141	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240141/harmonised/GCST90240141.h.tsv.gz	305430759	10042828	12266	0.001221	7452	1	4775	39	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/MRPL14_GCST90240141.filtered.tsv.gz	203991	sha256	131416d1cad105c1bc31d944d2356499a93f0241fda6d13b016186a0a40d1cd0	10.2	21.5	31.6
GCST90240142	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240142/harmonised/GCST90240142.h.tsv.gz	305356590	10042828	7737	0.00077	7702	0	0	35	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/MRPL32_GCST90240142.filtered.tsv.gz	127098	sha256	399dad29a34a4437d729091b548d4250d142d443a95a4275974f8dcbe1dec001	10.3	21.1	31.4
GCST90240143	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240143/harmonised/GCST90240143.h.tsv.gz	305382703	10042828	16099	0.001603	5624	1	10442	33	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/MRPL33_GCST90240143.filtered.tsv.gz	267483	sha256	537bb1d1b2ab812dae2d19d437dedbaa315a74c8b06a29005491791dab069bec	10.3	20.5	30.8
GCST90240144	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240144/harmonised/GCST90240144.h.tsv.gz	305350830	10042828	18437	0.001836	7895	1	10510	32	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/MRPL34_GCST90240144.filtered.tsv.gz	301997	sha256	f32e31e942bd9f86e44a3f602cd2d09231a17524a9ebe1aa34bd805aa5915fec	10	20.8	30.7
GCST90240145	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240145/harmonised/GCST90240145.h.tsv.gz	305318814	10042828	15256	0.001519	8279	1	6935	42	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/MRPL52_GCST90240145.filtered.tsv.gz	248445	sha256	9ddd6036287123f84b8df0cb0022aee107d1287cee92867eb72500136359a472	10.1	22.5	32.6
GCST90240146	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240146/harmonised/GCST90240146.h.tsv.gz	305340349	10042828	6638	0.000661	6620	0	0	18	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/HOGA1_GCST90240146.filtered.tsv.gz	108231	sha256	bc4770206136124d170a76d0ddb633ab923fb57f86f2cf0bfcf1b28ae2debda7	10.3	24.8	35.1
GCST90240147	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240147/harmonised/GCST90240147.h.tsv.gz	305404784	10042828	16725	0.001665	6158	1	10533	34	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/RPS3_GCST90240147.filtered.tsv.gz	273573	sha256	c698895d5ec376dddf3e80bdf9304207c92454e9de95c0924012b43d259391a2	10.2	23	33.2
GCST90240148	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240148/harmonised/GCST90240148.h.tsv.gz	305377685	10042828	16811	0.001674	6049	1	10730	32	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/RPS3A_GCST90240148.filtered.tsv.gz	275549	sha256	1b0acf0794de11508dac9d7cad03535e5ac2160c5ba7d5bd4442a4ac054b4da0	10.5	21.8	32.4
GCST90240149	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240149/harmonised/GCST90240149.h.tsv.gz	305387747	10042828	17818	0.001774	0	2	17778	40	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/RPS4X_GCST90240149.filtered.tsv.gz	292038	sha256	a096a16f3b4577f7fea3eb85897c49ee9e9853b2983a26e0e89b602b49dbdcb1	10.2	27.1	37.3
GCST90240150	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240150/harmonised/GCST90240150.h.tsv.gz	305404414	10042828	27137	0.002702	9324	2	17778	35	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/RPS7_GCST90240150.filtered.tsv.gz	443589	sha256	e0ed2e5ab157629f0f07041e73f4644647865777e95c01002dfd281fdbe7500f	10.2	25	35.1
GCST90240151	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240151/harmonised/GCST90240151.h.tsv.gz	305404109	10042828	27136	0.002702	7488	2	19606	42	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/RPSA_GCST90240151.filtered.tsv.gz	444432	sha256	5e151e8f60d0226a3e61b7e77d98948ae95df5d67f064cc6d616570d5f1e7d25	11.4	24.7	36
GCST90240152	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240152/harmonised/GCST90240152.h.tsv.gz	305376130	10042828	18841	0.001876	8093	1	10708	40	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/MTHFS_GCST90240152.filtered.tsv.gz	309209	sha256	f33f0d6fd437be19758b911ba3806c01a3cdaae1257d090c01e2fe545e6b9e88	10.5	23.8	34.3
GCST90240153	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240153/harmonised/GCST90240153.h.tsv.gz	305311547	10042828	8769	0.000873	8736	0	0	33	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/NT5E_GCST90240153.filtered.tsv.gz	139295	sha256	a303440d4c008f9eca2404c80dacc473035885cc0fd4363b61c0c82f721f3a0f	10.2	23.9	34.1
GCST90240154	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240154/harmonised/GCST90240154.h.tsv.gz	305374308	10042828	7363	0.000733	7328	0	0	35	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/NT5C_GCST90240154.filtered.tsv.gz	123200	sha256	5b0880fcfd3843acd7ebd12f17bb66008ad3fe5b1e7834834cc6d1bde028f96f	9.8	23.1	32.9
GCST90240155	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240155/harmonised/GCST90240155.h.tsv.gz	305384517	10042828	14048	0.001399	6541	1	7470	37	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/PTS_GCST90240155.filtered.tsv.gz	227675	sha256	6b0a39c608701b80afea5019078a24261a115474b62e2cf2940150230a098a20	10.3	24.2	34.5
GCST90240156	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240156/harmonised/GCST90240156.h.tsv.gz	305355668	10042828	8191	0.000816	8161	0	0	30	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/RPLP2_GCST90240156.filtered.tsv.gz	133397	sha256	6d412f7cd8e9d9a7e8066e10cb68cf78863f4ef6798cfeb7667097df520741d4	10.1	25.1	35.2
GCST90240157	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240157/harmonised/GCST90240157.h.tsv.gz	305385246	10042828	16941	0.001687	6185	1	10729	27	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/RPL30_GCST90240157.filtered.tsv.gz	277611	sha256	ecac6c5bc5f5c5de7b14911db9137ae2b11eb6b58a3d1116229626484fe13e62	10.4	22.7	33.1
GCST90240158	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240158/harmonised/GCST90240158.h.tsv.gz	305395952	10042828	14780	0.001472	7996	1	6733	51	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/INPP5E_GCST90240158.filtered.tsv.gz	243792	sha256	9c1d383e891ff5e5b1628f16df9220c802847d6b9e77ff38e03e46493c7534e2	10.5	25.6	36.1
GCST90240159	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240159/harmonised/GCST90240159.h.tsv.gz	305418935	10042828	15659	0.001559	8460	1	7161	38	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/MMP2_GCST90240159.filtered.tsv.gz	253400	sha256	c3605c583a4b365b396b60ab153fa92c614bdcf7153dc8369c2ce4cad1b99213	10	23	33
GCST90240160	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240160/harmonised/GCST90240160.h.tsv.gz	305411690	10042828	8385	0.000835	8354	0	0	31	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/ADAMTS1_GCST90240160.filtered.tsv.gz	134718	sha256	f5196e6f39bf248dac07b070485ab053ed91e5466f563257418ed54c84afd996	10.3	23	33.3
GCST90240161	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240161/harmonised/GCST90240161.h.tsv.gz	305385691	10042828	16576	0.001651	9039	1	7506	31	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/ADAMTS13_GCST90240161.filtered.tsv.gz	271640	sha256	281d135737c0f84516b198ff7bc89ddbe3400b9d27b693d13f45f37dc01796eb	9.8	23.8	33.6
GCST90240162	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240162/harmonised/GCST90240162.h.tsv.gz	305289748	10042828	8137	0.00081	8103	0	0	34	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/ADAMTS15_GCST90240162.filtered.tsv.gz	133791	sha256	18238c826d73acab2ec079a5364ed1251aa561bcbc26b36c1b6d6da689afacd6	8.3	24.5	32.8
GCST90240163	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240163/harmonised/GCST90240163.h.tsv.gz	195911683	10049901	7661	0.000762	7622	0	0	39	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/ADAMTS3_GCST90240163.filtered.tsv.gz	125932	sha256	030914674df904f0f9050d985a625e64a2584af256e77ff2d834803289bc676e	9.2	22.7	32
GCST90240164	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240164/harmonised/GCST90240164.h.tsv.gz	305354928	10042828	17989	0.001791	7415	1	10533	41	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/ADAMTS4_GCST90240164.filtered.tsv.gz	293698	sha256	f8157212b7bd5adac47d3cf79ea487ca75ba5ba43ef2cc7a2b7524f14130aa7e	9.7	23.5	33.1
GCST90240165	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240165/harmonised/GCST90240165.h.tsv.gz	305310652	10042828	18929	0.001885	8541	1	10345	43	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/ADAMTS5_GCST90240165.filtered.tsv.gz	307322	sha256	fd93a28d8d53913b1931ceeae0edfa8e77d679fbb3d6849e4b59634746ab8057	9.9	23.3	33.1
GCST90240166	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240166/harmonised/GCST90240166.h.tsv.gz	305311142	10042828	30932	0.00308	7183	3	23723	26	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/ADAMTS6_GCST90240166.filtered.tsv.gz	503767	sha256	7e7d2a496686ebe3992118df7a0e4bf0728eecae047c1ea29b0960152ca0f510	10.8	23.6	34.3
GCST90240167	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240167/harmonised/GCST90240167.h.tsv.gz	305382643	10042828	5410	0.000539	5371	0	0	39	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/MUTYH_GCST90240167.filtered.tsv.gz	88464	sha256	fb34394d254c199e0862de2df4209be5119b5b54135810b5b1f81e96626ad151	10.5	25.7	36.2
GCST90240168	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240168/harmonised/GCST90240168.h.tsv.gz	305318736	10042828	7476	0.000744	7441	0	0	35	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/COQ8B_GCST90240168.filtered.tsv.gz	123231	sha256	42026d325a4f2f7125a6893afc52aca47b8fff7fb46ae84cfd75688bfd41ae19	10.2	23.3	33.5
GCST90240169	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240169/harmonised/GCST90240169.h.tsv.gz	305274105	10042828	13069	0.001301	7811	1	5219	39	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/ABL2_GCST90240169.filtered.tsv.gz	215174	sha256	f7019ef1d2018f1cccbb8a08f58d15d66c077328a672ffd886ed9a904f40951d	11	23.6	34.6
GCST90240170	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240170/harmonised/GCST90240170.h.tsv.gz	305329384	10042828	20795	0.002071	7821	2	12937	37	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/ACACB_GCST90240170.filtered.tsv.gz	341386	sha256	d13f53bec3a87474042abe7d4694c6b8af76a491bf27cf0e9907130a1f67c483	10	23.3	33.3
GCST90240171	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240171/harmonised/GCST90240171.h.tsv.gz	305310765	10042828	31955	0.003182	12344	2	19581	30	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/ASAH1_GCST90240171.filtered.tsv.gz	520002	sha256	6e75175f321197044fd7c86ad0eebc593bd5c0d88b47a6b84937032e9c042aed	10.3	23.1	33.4
GCST90240172	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240172/harmonised/GCST90240172.h.tsv.gz	305499344	10042828	15896	0.001583	7524	1	8329	43	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/SMPDL3A_GCST90240172.filtered.tsv.gz	264722	sha256	1c38d9e94c52c7da866d28fdf079e21089cd63448b543867a3ab3fe7fef9058d	10.2	24.9	35.1
GCST90240173	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240173/harmonised/GCST90240173.h.tsv.gz	305359366	10042828	12247	0.001219	7524	1	4674	49	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/SMPDL3A_GCST90240173.filtered.tsv.gz	199581	sha256	2c5a1ca5ca0b39a10dec1c810f93c4c0295c02cdbed39a9df70652d134288206	9.7	23.7	33.4
GCST90240174	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240174/harmonised/GCST90240174.h.tsv.gz	305389226	10042828	6609	0.000658	6564	0	0	45	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/ASIC4_GCST90240174.filtered.tsv.gz	107940	sha256	4730d6ad64a55832a757d53c13b2a8fe2070d7f373d0f25abc371981a78a0e11	9.7	23.7	33.4
GCST90240175	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240175/harmonised/GCST90240175.h.tsv.gz	305359511	10042828	6233	0.000621	6203	0	0	30	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/ANP32A_GCST90240175.filtered.tsv.gz	103360	sha256	dd4b56da1de4641dc97d41b447e2dd178cbe2b158c74dd029f334fec16eb24b9	10.2	23.4	33.6
GCST90240176	ok		1	0	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240176/harmonised/GCST90240176.h.tsv.gz	305377760	10042828	24707	0.00246	7182	2	17476	49	/data/opengwasdb/pqtl-interval-2018/releases/2018-sun-pilot-100/filtered/ANP32B_GCST90240176.filtered.tsv.gz	403614	sha256	3a689b479712cbcef0e50523214a98f6572d3d5df0874575f4bbda40b350932c	9.7	22.2	31.9
